title,title_detail,summary,summary_detail,links,link,id,guidislink,published,published_parsed,authors,author,author_detail,Name,Section,Language,Twitter_URL,FB_URL,Fetched_At
List of women Chief Ministers of India through the years with Atishi Marlena Singh as Delhi’s youngest CM,"{'type': 'text/plain', 'language': 'en-IN', 'base': 'https://timesofindia.indiatimes.com/rssfeeds/-2128936835.cms', 'value': 'List of women Chief Ministers of India through the years with Atishi Marlena Singh as Delhi’s youngest CM'}","<img align=""left"" border=""0"" hspace=""10"" src=""https://timesofindia.indiatimes.com/photo/113448269.cms"" style=""margin-top: 3px; margin-right: 5px;"" />Atishi Marlena Singh has been appointed as the next Chief Minister of Delhi by Arvind Kejriwal after his resignation. Previously serving as Delhi’s Education Minister, Atishi will be the third woman to hold this office in Delhi. Her term is expected to commence in late September, making her the youngest Chief Minister of Delhi.","{'type': 'text/html', 'language': 'en-IN', 'base': 'https://timesofindia.indiatimes.com/rssfeeds/-2128936835.cms', 'value': '<img align=""left"" border=""0"" hspace=""10"" src=""https://timesofindia.indiatimes.com/photo/113448269.cms"" style=""margin-top: 3px; margin-right: 5px;"" />Atishi Marlena Singh has been appointed as the next Chief Minister of Delhi by Arvind Kejriwal after his resignation. Previously serving as Delhi’s Education Minister, Atishi will be the third woman to hold this office in Delhi. Her term is expected to commence in late September, making her the youngest Chief Minister of Delhi.'}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://timesofindia.indiatimes.com/india/list-of-women-chief-ministers-of-india-through-the-years-with-atishi-marlena-singh-as-delhis-youngest-cm/articleshow/113448269.cms'}, {'type': 'image/jpeg', 'href': 'https://static.toiimg.com/photo/msid-113448668,imgsize-60476.cms', 'rel': 'enclosure'}]",https://timesofindia.indiatimes.com/india/list-of-women-chief-ministers-of-india-through-the-years-with-atishi-marlena-singh-as-delhis-youngest-cm/articleshow/113448269.cms,https://timesofindia.indiatimes.com/india/list-of-women-chief-ministers-of-india-through-the-years-with-atishi-marlena-singh-as-delhis-youngest-cm/articleshow/113448269.cms,False,2024-09-18T12:22:28+05:30,"time.struct_time(tm_year=2024, tm_mon=9, tm_mday=18, tm_hour=6, tm_min=52, tm_sec=28, tm_wday=2, tm_yday=262, tm_isdst=0)",[{'name': 'TOI News Desk'}],TOI News Desk,{'name': 'TOI News Desk'},Times of India,Most Recent Stories,,,,2024-10-04 11:13:14.121467
