title,title_detail_type,title_detail_language,title_detail_base,title_detail_value,links_0_rel,links_0_type,links_0_href,link,summary,summary_detail_type,summary_detail_language,summary_detail_base,summary_detail_value,authors_0_name,author,author_detail_name,published,published_parsed,id,guidislink,tags_0_term,tags_0_scheme,tags_0_label,media_content_0_height,media_content_0_medium,media_content_0_url,media_content_0_width,media_thumbnail_0_url,href,Feed,FeedName,Section,Language,Twitter_URL,FB_URL,FetchTime,tags_1_term,tags_1_scheme,tags_1_label
Kerala News Live: ഷൂട്ടിങ്ങിനെത്തിച്ച നാട്ടാനകൾ ഏറ്റുമുട്ടി; പുതുപ്പള്ളി സാദു കാടുകയറി; തിരച്ചിൽ,text/plain,None,https://malayalam.indianexpress.com/rss,Kerala News Live: ഷൂട്ടിങ്ങിനെത്തിച്ച നാട്ടാനകൾ ഏറ്റുമുട്ടി; പുതുപ്പള്ളി സാദു കാടുകയറി; തിരച്ചിൽ,alternate,text/html,https://malayalam.indianexpress.com/news/kerala-news-todaylive-updates-breaking-news-malayalam-latest-kerala-latest-malayalam-news-today-october-04-7241856,https://malayalam.indianexpress.com/news/kerala-news-todaylive-updates-breaking-news-malayalam-latest-kerala-latest-malayalam-news-today-october-04-7241856,"<img src=""https://img-cdn.publive.online/fit-in/1280x960/indian-express-malayalam/media/media_files/YSVYYEU9GlY2VRIXctZH.jpg"" /><p><strong>Kerala News Live Updates: </strong>എറണാകുളം ഭൂതത്താൻകെട്ടിന് സമീപം സിനിമ ഷൂട്ടിംഗിനെത്തിച്ച നാട്ടാന കാട്ടിലേക്ക് ഓടിക്കയറി. പുതുപ്പള്ളി സാദു എന്ന നാട്ടാനയാണ് വിജയ് ദേവരകൊണ്ട നായകനായ തെലുങ്ക് സിനിമയുടെ ഷൂട്ടിങ്ങിനിടെ കാടുകയറിയത്. വനംവകുപ്പ് ഉദ്യോഗസ്ഥരുടെ നേതൃത്വത്തിൽ ആനയെ കണ്ടെത്താൻ തിരച്ചിൽ തുടരുകയാണ്.</p>
<p><strong>പിവി അൻവറിന് പി ശശിയുടെ വക്കീൽ നോട്ടീസ്</strong></p>
<p>തിരുവനന്തപുരം: പി വി അൻവർ എംഎൽഎയ്ക്ക് വക്കീൽ നോട്ടീസ് അയച്ച് മുഖ്യമന്ത്രിയുടെ പൊളിറ്റിക്കൽ സെക്രട്ടറി പി ശശി. തനിക്കെതിരെ ഉയർത്തിയ ആരോപണങ്ങൾ പിൻവലിച്ച് ഖേദം പ്രകടിപ്പിക്കണം എന്നാണ് വക്കീൽ നോട്ടീസിൽ ആവശ്യപ്പെടുന്നത്.</p>
<p>സിപിഎം സംസ്ഥാന സെക്രട്ടറി എം.വി.ഗോവിന്ദന് നൽകിയ പരാതിക്കത്തിലെ ആരോപണങ്ങളിലാണ് വക്കീൽ നോട്ടിസ്. ആരോപണങ്ങൾ രാഷ്ട്രീയ ലക്ഷ്യത്തോടെയുള്ളതാണ്. പൊതുസമ്മേളനങ്ങളിലും വാർത്താസമ്മേളനങ്ങളിലും ഉന്നയിച്ച ആരോപണങ്ങളും സിപിഎം സംസ്ഥാന സെക്രട്ടറി എംവി ഗോവിന്ദന് നൽകിയ പരാതിയിലെ ആരോപണങ്ങളും കളവാണ്. അതെല്ലാം നിഷേധിക്കുന്നുവെന്നും ശശി നോട്ടീസിൽ വ്യക്തമാക്കി.</p>
<p>&nbsp;</p>",text/html,None,https://malayalam.indianexpress.com/rss,"<img src=""https://img-cdn.publive.online/fit-in/1280x960/indian-express-malayalam/media/media_files/YSVYYEU9GlY2VRIXctZH.jpg"" /><p><strong>Kerala News Live Updates: </strong>എറണാകുളം ഭൂതത്താൻകെട്ടിന് സമീപം സിനിമ ഷൂട്ടിംഗിനെത്തിച്ച നാട്ടാന കാട്ടിലേക്ക് ഓടിക്കയറി. പുതുപ്പള്ളി സാദു എന്ന നാട്ടാനയാണ് വിജയ് ദേവരകൊണ്ട നായകനായ തെലുങ്ക് സിനിമയുടെ ഷൂട്ടിങ്ങിനിടെ കാടുകയറിയത്. വനംവകുപ്പ് ഉദ്യോഗസ്ഥരുടെ നേതൃത്വത്തിൽ ആനയെ കണ്ടെത്താൻ തിരച്ചിൽ തുടരുകയാണ്.</p>
<p><strong>പിവി അൻവറിന് പി ശശിയുടെ വക്കീൽ നോട്ടീസ്</strong></p>
<p>തിരുവനന്തപുരം: പി വി അൻവർ എംഎൽഎയ്ക്ക് വക്കീൽ നോട്ടീസ് അയച്ച് മുഖ്യമന്ത്രിയുടെ പൊളിറ്റിക്കൽ സെക്രട്ടറി പി ശശി. തനിക്കെതിരെ ഉയർത്തിയ ആരോപണങ്ങൾ പിൻവലിച്ച് ഖേദം പ്രകടിപ്പിക്കണം എന്നാണ് വക്കീൽ നോട്ടീസിൽ ആവശ്യപ്പെടുന്നത്.</p>
<p>സിപിഎം സംസ്ഥാന സെക്രട്ടറി എം.വി.ഗോവിന്ദന് നൽകിയ പരാതിക്കത്തിലെ ആരോപണങ്ങളിലാണ് വക്കീൽ നോട്ടിസ്. ആരോപണങ്ങൾ രാഷ്ട്രീയ ലക്ഷ്യത്തോടെയുള്ളതാണ്. പൊതുസമ്മേളനങ്ങളിലും വാർത്താസമ്മേളനങ്ങളിലും ഉന്നയിച്ച ആരോപണങ്ങളും സിപിഎം സംസ്ഥാന സെക്രട്ടറി എംവി ഗോവിന്ദന് നൽകിയ പരാതിയിലെ ആരോപണങ്ങളും കളവാണ്. അതെല്ലാം നിഷേധിക്കുന്നുവെന്നും ശശി നോട്ടീസിൽ വ്യക്തമാക്കി.</p>
<p>&nbsp;</p>",WebDesk,WebDesk,WebDesk,"Fri, 04 Oct 2024 20:44:32 +0530","time.struct_time(tm_year=2024, tm_mon=10, tm_mday=4, tm_hour=15, tm_min=14, tm_sec=32, tm_wday=4, tm_yday=278, tm_isdst=0)",https://malayalam.indianexpress.com/news/kerala-news-todaylive-updates-breaking-news-malayalam-latest-kerala-latest-malayalam-news-today-october-04-7241856,False,News,None,None,960,image,https://img-cdn.publive.online/fit-in/1280x960/indian-express-malayalam/media/media_files/YSVYYEU9GlY2VRIXctZH.jpg,1280,https://img-cdn.publive.online/fit-in/1280x960/indian-express-malayalam/media/media_files/YSVYYEU9GlY2VRIXctZH.jpg,,https://malayalam.indianexpress.com/rss,Indian Express Malayalam,,Malayalam,,,2024-10-04 11:16:58,,,
ഛത്തീസ്ഗഡിൽ മാവോയിസ്റ്റ് വേട്ട; 30 പേരെ വധിച്ചു; സംസ്ഥാനത്തെ ഏറ്റവും വലിയ ഏറ്റുമുട്ടൽ,text/plain,None,https://malayalam.indianexpress.com/rss,ഛത്തീസ്ഗഡിൽ മാവോയിസ്റ്റ് വേട്ട; 30 പേരെ വധിച്ചു; സംസ്ഥാനത്തെ ഏറ്റവും വലിയ ഏറ്റുമുട്ടൽ,alternate,text/html,https://malayalam.indianexpress.com/news/over-30-maoists-gunned-down-in-biggest-encounter-in-chhattisgarhs-history-7243878,https://malayalam.indianexpress.com/news/over-30-maoists-gunned-down-in-biggest-encounter-in-chhattisgarhs-history-7243878,"<img src=""https://img-cdn.publive.online/fit-in/1280x960/indian-express-malayalam/media/media_files/cqaO3bTkVHH5O0T0khzA.jpg"" /><p>റായ്പൂർ: ഛത്തീസ്ഗഡിൽ വൻ മാവോയിസ്റ്റ് വേട്ട. ദന്തേവാഡ ജില്ലയിൽ സുരക്ഷാ സേനയുമായുണ്ടായ ഏറ്റുമുട്ടലിൽ 30ഓളം മാവോയിസ്റ്റുകൾ കൊല്ലപ്പെട്ടതായി പൊലീസ് അറിയിച്ചു. ഇൻ്റലിജൻസ് റിപ്പോർട്ടിന്റെ അടിസ്ഥാനത്തിൽ നടത്തിയ ഓപ്പറേഷനിലാണ് മാവോയിസ്റ്റുകളെ വധിച്ചത്. കീഴടങ്ങിയ മാവോയിസ്റ്റുകളെ ഉൾപ്പെടുത്തിക്കൊണ്ടുള്ള പ്രത്യേക സേനയായ ഡിആർജിയും ടാസ്ക് ഫോഴ്സും ചേർന്നാണ് ഓപ്പറേഷൻ നടത്തിയത്. ഛത്തീസ്ഗഢിൻ്റെ 24 വർഷത്തെ ചരിത്രത്തിലെ ഏറ്റവും വലിയ ഓപ്പറേഷനാണിത്.</p>
<p>ഗോവൽ, നെൻഡൂർ, തുൽതുലി എന്നീ ഗ്രാമങ്ങൾക്കു സമീപത്തെ വനപ്രദേശത്താണ് ഏറ്റുമുട്ടൽ നടന്നതെന്ന് പൊലീസ് അറിയിച്ചു. പ്രദേശത്തു നിന്ന് മൃതദേഹങ്ങളും, എകെ 47 തോക്കുകൾ ഉൾപ്പെടെയുള്ള ആയുധ ശേഖരങ്ങളും കണ്ടെടുത്തിട്ടുണ്ട്. വിശദമായ തിരച്ചിൽ നടന്നുകൊണ്ടിരിക്കുകയാണെന്ന് വൃത്തങ്ങൾ അറിയിച്ചു.</p>
<p>ഇതോടെ ഈ വർഷം നക്സൽ അക്രമത്തിൽ കൊല്ലപ്പെട്ട മാവോയിസ്റ്റുകളുടെ എണ്ണം 187 ആയി. 15 സുരക്ഷാ ഉദ്യോഗസ്ഥരും 47 സാധാരണക്കാരും ഇതുവരെ കൊല്ലപ്പെട്ടിട്ടുണ്ട്. മാവോയിസ്റ്റ് ശക്തികേന്ദ്രമായ അബുജ്മദിലാണ് ഏറ്റുമുട്ടൽ ഉണ്ടായത്. 50 ശതമാനത്തിലധികം പ്രദേശം സുരക്ഷ സേന വീണ്ടെടുത്തിട്ടുണ്ട്.</p>
<p>ഏപ്രിലിൽ കാങ്കർ ജില്ലയിൽ, ലോക്&zwnj;സഭാ തെരഞ്ഞെടുപ്പിനു മുന്നോടിയായി നടന്ന ഏറ്റുമുട്ടലിൽ 29 മാവോയിസ്റ്റുകൾ കൊല്ലപ്പെട്ടിരുന്നു. സെപ്റ്റംബർ 3ന് ദന്തേവാഡ- ബിജാപൂർ ജില്ലകളുടെ അതിർത്തി പ്രദേശത്ത്, ആറു സ്ത്രീകൾ ഉൾപ്പെടെ ഒമ്പതു മാവോയിസ്റ്റുകൾ കൊല്ലപ്പെട്ട സംഭവമാണ് സംസ്ഥാനത്ത് റിപ്പോർട്ടു ചെയ്ത അവസാനത്തെ വലിയ ഏറ്റുമുട്ടൽ.</p>
<h2>Read More</h2>
<ul>
<li><strong><a href=""https://malayalam.indianexpress.com/news/israel-will-never-be-victorious-over-hezbollah-hamas-says-irans-supreme-leader-khamenei-7243058"" rel=""dofollow noopener"" target=""_blank"" title=""ഹിസ്ബുല്ലയെയും ഹമാസിനെയും തോൽപ്പിക്കാൻ ഇസ്രയേലിനാകില്ല; മുസ്ലീം രാജ്യങ്ങള്&zwj; ഒരുമിച്ച് നില്&zwj;ക്കണമെന്ന് ഖമേനി"">ഹിസ്ബുല്ലയെയും ഹമാസിനെയും തോൽപ്പിക്കാൻ ഇസ്രയേലിനാകില്ല; മുസ്ലീം രാജ്യങ്ങള്&zwj; ഒരുമിച്ച് നില്&zwj;ക്കണമെന്ന് ഖമേനി</a></strong></li>
<li><strong><a href=""https://malayalam.indianexpress.com/news/tirupati-ladu-controversy-supreme-court-appoints-independent-investigation-team-7242706"" rel=""dofollow noopener"" target=""_blank"" title=""തിരുപ്പതി ലഡു വിവാദം: സ്വതന്ത്ര അന്വേഷണ സംഘത്തെ നിയോഗിച്ച് സുപ്രീം കോടതി"">തിരുപ്പതി ലഡു വിവാദം: സ്വതന്ത്ര അന്വേഷണ സംഘത്തെ നിയോഗിച്ച് സുപ്രീം കോടതി</a></strong></li>
<li><a href=""https://malayalam.indianexpress.com/news/five-languages-accorded-classical-language-status-7241831"" rel=""dofollow noopener"" target=""_blank""><strong>ശ്രേഷ്ഠഭാഷാ പദവിയിലേക്ക് അഞ്ച് ഭാഷകൾ കൂടി:എന്താണ് ശ്രേഷ്ഠഭാഷാ പദവി?</strong></a></li>
<li><a href=""https://malayalam.indianexpress.com/news/centre-sc-criminalising-marital-rape-7241293"" rel=""dofollow noopener"" target=""_blank""><strong>വൈവാഹിക ബലാത്സംഗം ക്രിമിനൽ കുറ്റമാക്കരുത്; കേന്ദ്രം സുപ്രീം കോടതിയിൽ</strong></a></li>
<li><strong><a href=""https://malayalam.indianexpress.com/news/woman-handedly-fends-off-3-robbers-viral-video-7240040"" rel=""dofollow noopener"" target=""_blank"" title=""മൂന്ന് കള്ളന്മാരെ ഒറ്റയ്ക്ക് ചെറുത്ത് തോൽപ്പിച്ച് വീട്ടമ്മ, ധീരതയ്ക്ക് കയ്യടിച്ച് സോഷ്യൽ മീഡിയ"">മൂന്ന് കള്ളന്മാരെ ഒറ്റയ്ക്ക് ചെറുത്ത് തോൽപ്പിച്ച് വീട്ടമ്മ, ധീരതയ്ക്ക് കയ്യടിച്ച് സോഷ്യൽ മീഡിയ</a></strong></li>
<li><strong><a href=""https://malayalam.indianexpress.com/news/delhi-doctor-shot-dead-by-2-boys-who-came-for-treatment-at-hospital-7240008"" rel=""dofollow noopener"" target=""_blank"">ചികിത്സയ്ക്ക് എത്തിയവർ ഡോക്ടറെ വെടിവെച്ചു കൊന്നു</a></strong></li>
<li><a href=""https://malayalam.indianexpress.com/news/after-lukewarm-response-pm-mementos-e-auction-extended-by-a-month-7239301"" rel=""dofollow noopener"" target=""_blank""><strong>വാങ്ങാൻ ആള് കുറവ്: മോദിയുടെ സമ്മാന ലേലം തീയതി നീട്ടി</strong></a></li>
<li><a href=""https://malayalam.indianexpress.com/news/up-man-gets-life-term-for-interfaith-marriage-by-faking-identity-7239129"" rel=""dofollow noopener"" target=""_blank""><strong>യഥാർഥ മതം മറച്ചുവെച്ച് വിവാഹം; യുവാവിന് ജീവപര്യന്തം തടവ്</strong></a></li>
</ul>",text/html,None,https://malayalam.indianexpress.com/rss,"<img src=""https://img-cdn.publive.online/fit-in/1280x960/indian-express-malayalam/media/media_files/cqaO3bTkVHH5O0T0khzA.jpg"" /><p>റായ്പൂർ: ഛത്തീസ്ഗഡിൽ വൻ മാവോയിസ്റ്റ് വേട്ട. ദന്തേവാഡ ജില്ലയിൽ സുരക്ഷാ സേനയുമായുണ്ടായ ഏറ്റുമുട്ടലിൽ 30ഓളം മാവോയിസ്റ്റുകൾ കൊല്ലപ്പെട്ടതായി പൊലീസ് അറിയിച്ചു. ഇൻ്റലിജൻസ് റിപ്പോർട്ടിന്റെ അടിസ്ഥാനത്തിൽ നടത്തിയ ഓപ്പറേഷനിലാണ് മാവോയിസ്റ്റുകളെ വധിച്ചത്. കീഴടങ്ങിയ മാവോയിസ്റ്റുകളെ ഉൾപ്പെടുത്തിക്കൊണ്ടുള്ള പ്രത്യേക സേനയായ ഡിആർജിയും ടാസ്ക് ഫോഴ്സും ചേർന്നാണ് ഓപ്പറേഷൻ നടത്തിയത്. ഛത്തീസ്ഗഢിൻ്റെ 24 വർഷത്തെ ചരിത്രത്തിലെ ഏറ്റവും വലിയ ഓപ്പറേഷനാണിത്.</p>
<p>ഗോവൽ, നെൻഡൂർ, തുൽതുലി എന്നീ ഗ്രാമങ്ങൾക്കു സമീപത്തെ വനപ്രദേശത്താണ് ഏറ്റുമുട്ടൽ നടന്നതെന്ന് പൊലീസ് അറിയിച്ചു. പ്രദേശത്തു നിന്ന് മൃതദേഹങ്ങളും, എകെ 47 തോക്കുകൾ ഉൾപ്പെടെയുള്ള ആയുധ ശേഖരങ്ങളും കണ്ടെടുത്തിട്ടുണ്ട്. വിശദമായ തിരച്ചിൽ നടന്നുകൊണ്ടിരിക്കുകയാണെന്ന് വൃത്തങ്ങൾ അറിയിച്ചു.</p>
<p>ഇതോടെ ഈ വർഷം നക്സൽ അക്രമത്തിൽ കൊല്ലപ്പെട്ട മാവോയിസ്റ്റുകളുടെ എണ്ണം 187 ആയി. 15 സുരക്ഷാ ഉദ്യോഗസ്ഥരും 47 സാധാരണക്കാരും ഇതുവരെ കൊല്ലപ്പെട്ടിട്ടുണ്ട്. മാവോയിസ്റ്റ് ശക്തികേന്ദ്രമായ അബുജ്മദിലാണ് ഏറ്റുമുട്ടൽ ഉണ്ടായത്. 50 ശതമാനത്തിലധികം പ്രദേശം സുരക്ഷ സേന വീണ്ടെടുത്തിട്ടുണ്ട്.</p>
<p>ഏപ്രിലിൽ കാങ്കർ ജില്ലയിൽ, ലോക്&zwnj;സഭാ തെരഞ്ഞെടുപ്പിനു മുന്നോടിയായി നടന്ന ഏറ്റുമുട്ടലിൽ 29 മാവോയിസ്റ്റുകൾ കൊല്ലപ്പെട്ടിരുന്നു. സെപ്റ്റംബർ 3ന് ദന്തേവാഡ- ബിജാപൂർ ജില്ലകളുടെ അതിർത്തി പ്രദേശത്ത്, ആറു സ്ത്രീകൾ ഉൾപ്പെടെ ഒമ്പതു മാവോയിസ്റ്റുകൾ കൊല്ലപ്പെട്ട സംഭവമാണ് സംസ്ഥാനത്ത് റിപ്പോർട്ടു ചെയ്ത അവസാനത്തെ വലിയ ഏറ്റുമുട്ടൽ.</p>
<h2>Read More</h2>
<ul>
<li><strong><a href=""https://malayalam.indianexpress.com/news/israel-will-never-be-victorious-over-hezbollah-hamas-says-irans-supreme-leader-khamenei-7243058"" rel=""dofollow noopener"" target=""_blank"" title=""ഹിസ്ബുല്ലയെയും ഹമാസിനെയും തോൽപ്പിക്കാൻ ഇസ്രയേലിനാകില്ല; മുസ്ലീം രാജ്യങ്ങള്&zwj; ഒരുമിച്ച് നില്&zwj;ക്കണമെന്ന് ഖമേനി"">ഹിസ്ബുല്ലയെയും ഹമാസിനെയും തോൽപ്പിക്കാൻ ഇസ്രയേലിനാകില്ല; മുസ്ലീം രാജ്യങ്ങള്&zwj; ഒരുമിച്ച് നില്&zwj;ക്കണമെന്ന് ഖമേനി</a></strong></li>
<li><strong><a href=""https://malayalam.indianexpress.com/news/tirupati-ladu-controversy-supreme-court-appoints-independent-investigation-team-7242706"" rel=""dofollow noopener"" target=""_blank"" title=""തിരുപ്പതി ലഡു വിവാദം: സ്വതന്ത്ര അന്വേഷണ സംഘത്തെ നിയോഗിച്ച് സുപ്രീം കോടതി"">തിരുപ്പതി ലഡു വിവാദം: സ്വതന്ത്ര അന്വേഷണ സംഘത്തെ നിയോഗിച്ച് സുപ്രീം കോടതി</a></strong></li>
<li><a href=""https://malayalam.indianexpress.com/news/five-languages-accorded-classical-language-status-7241831"" rel=""dofollow noopener"" target=""_blank""><strong>ശ്രേഷ്ഠഭാഷാ പദവിയിലേക്ക് അഞ്ച് ഭാഷകൾ കൂടി:എന്താണ് ശ്രേഷ്ഠഭാഷാ പദവി?</strong></a></li>
<li><a href=""https://malayalam.indianexpress.com/news/centre-sc-criminalising-marital-rape-7241293"" rel=""dofollow noopener"" target=""_blank""><strong>വൈവാഹിക ബലാത്സംഗം ക്രിമിനൽ കുറ്റമാക്കരുത്; കേന്ദ്രം സുപ്രീം കോടതിയിൽ</strong></a></li>
<li><strong><a href=""https://malayalam.indianexpress.com/news/woman-handedly-fends-off-3-robbers-viral-video-7240040"" rel=""dofollow noopener"" target=""_blank"" title=""മൂന്ന് കള്ളന്മാരെ ഒറ്റയ്ക്ക് ചെറുത്ത് തോൽപ്പിച്ച് വീട്ടമ്മ, ധീരതയ്ക്ക് കയ്യടിച്ച് സോഷ്യൽ മീഡിയ"">മൂന്ന് കള്ളന്മാരെ ഒറ്റയ്ക്ക് ചെറുത്ത് തോൽപ്പിച്ച് വീട്ടമ്മ, ധീരതയ്ക്ക് കയ്യടിച്ച് സോഷ്യൽ മീഡിയ</a></strong></li>
<li><strong><a href=""https://malayalam.indianexpress.com/news/delhi-doctor-shot-dead-by-2-boys-who-came-for-treatment-at-hospital-7240008"" rel=""dofollow noopener"" target=""_blank"">ചികിത്സയ്ക്ക് എത്തിയവർ ഡോക്ടറെ വെടിവെച്ചു കൊന്നു</a></strong></li>
<li><a href=""https://malayalam.indianexpress.com/news/after-lukewarm-response-pm-mementos-e-auction-extended-by-a-month-7239301"" rel=""dofollow noopener"" target=""_blank""><strong>വാങ്ങാൻ ആള് കുറവ്: മോദിയുടെ സമ്മാന ലേലം തീയതി നീട്ടി</strong></a></li>
<li><a href=""https://malayalam.indianexpress.com/news/up-man-gets-life-term-for-interfaith-marriage-by-faking-identity-7239129"" rel=""dofollow noopener"" target=""_blank""><strong>യഥാർഥ മതം മറച്ചുവെച്ച് വിവാഹം; യുവാവിന് ജീവപര്യന്തം തടവ്</strong></a></li>
</ul>",WebDesk,WebDesk,WebDesk,"Fri, 04 Oct 2024 20:36:01 +0530","time.struct_time(tm_year=2024, tm_mon=10, tm_mday=4, tm_hour=15, tm_min=6, tm_sec=1, tm_wday=4, tm_yday=278, tm_isdst=0)",https://malayalam.indianexpress.com/news/over-30-maoists-gunned-down-in-biggest-encounter-in-chhattisgarhs-history-7243878,False,News,None,None,960,image,https://img-cdn.publive.online/fit-in/1280x960/indian-express-malayalam/media/media_files/cqaO3bTkVHH5O0T0khzA.jpg,1280,https://img-cdn.publive.online/fit-in/1280x960/indian-express-malayalam/media/media_files/cqaO3bTkVHH5O0T0khzA.jpg,,https://malayalam.indianexpress.com/rss,Indian Express Malayalam,,Malayalam,,,2024-10-04 11:16:58,,,
