title,title_detail_type,title_detail_language,title_detail_base,title_detail_value,summary,summary_detail_type,summary_detail_language,summary_detail_base,summary_detail_value,links_0_rel,links_0_type,links_0_href,link,id,guidislink,authors_0_name,author,author_detail_name,published,published_parsed,media_content_0_medium,media_content_0_url,Feed,FeedName,Section,Language,Twitter_URL,FB_URL,FetchTime
"Historian Shailaja Paik becomes first Dalit to receive a US Genius Grant, says ""It is fantastic reminder of...""",text/plain,,https://rss.app/feeds/P8K5BBCE7t1JWZQ3.xml,"Historian Shailaja Paik becomes first Dalit to receive a US Genius Grant, says ""It is fantastic reminder of...""","<div><img src=""https://cdn.dnaindia.com/sites/default/files/styles/full/public/2024/10/04/2655778-shailaja-paik.png"" style=""width: 100%;"" /><div>Maharashtra-born Shailaja Paik received the coveted MacArthur Fellowship of $800,000 for her pioneering work on Dalit, gender and sexuality studies in Cincinnati, USA.</div></div>",text/html,,https://rss.app/feeds/P8K5BBCE7t1JWZQ3.xml,"<div><img src=""https://cdn.dnaindia.com/sites/default/files/styles/full/public/2024/10/04/2655778-shailaja-paik.png"" style=""width: 100%;"" /><div>Maharashtra-born Shailaja Paik received the coveted MacArthur Fellowship of $800,000 for her pioneering work on Dalit, gender and sexuality studies in Cincinnati, USA.</div></div>",alternate,text/html,https://www.dnaindia.com/india/report-historian-shailaja-paik-becomes-first-dalit-to-receive-a-us-genius-grant-says-it-is-fantastic-reminder-of-3111326,https://www.dnaindia.com/india/report-historian-shailaja-paik-becomes-first-dalit-to-receive-a-us-genius-grant-says-it-is-fantastic-reminder-of-3111326,e63f1a070f56242fc6eb1ddbfc690405,False,Varsha Agarwal,Varsha Agarwal,Varsha Agarwal,"Fri, 04 Oct 2024 05:59:57 GMT","time.struct_time(tm_year=2024, tm_mon=10, tm_mday=4, tm_hour=5, tm_min=59, tm_sec=57, tm_wday=4, tm_yday=278, tm_isdst=0)",image,https://cdn.dnaindia.com/sites/default/files/styles/full/public/2024/10/04/2655778-shailaja-paik.png,https://rss.app/feeds/P8K5BBCE7t1JWZQ3.xml,Google News,Dalit ,,,,2024-10-04 11:16:56
"Jailed for ‘assaulting’ Dalit man, MLA’s son clinches vice-chairman post in cooperative bank elections",text/plain,,https://rss.app/feeds/P8K5BBCE7t1JWZQ3.xml,"Jailed for ‘assaulting’ Dalit man, MLA’s son clinches vice-chairman post in cooperative bank elections","<div><img src=""https://images.indianexpress.com/2024/10/Jyotiradityasinh-Jadeja.jpg"" style=""width: 100%;"" /><div>Also granted bail by the Gujarat High Court in the assault, kidnapping case</div></div>",text/html,,https://rss.app/feeds/P8K5BBCE7t1JWZQ3.xml,"<div><img src=""https://images.indianexpress.com/2024/10/Jyotiradityasinh-Jadeja.jpg"" style=""width: 100%;"" /><div>Also granted bail by the Gujarat High Court in the assault, kidnapping case</div></div>",alternate,text/html,https://indianexpress.com/article/cities/ahmedabad/jailed-for-assaulting-dalit-man-mlas-son-clinches-vice-chairman-post-in-cooperative-bank-elections-9602581/,https://indianexpress.com/article/cities/ahmedabad/jailed-for-assaulting-dalit-man-mlas-son-clinches-vice-chairman-post-in-cooperative-bank-elections-9602581/,4f680d0a019ce0bde615c2990469b9d8,False,Gopal B Kateshiya,Gopal B Kateshiya,Gopal B Kateshiya,"Fri, 04 Oct 2024 00:04:18 GMT","time.struct_time(tm_year=2024, tm_mon=10, tm_mday=4, tm_hour=0, tm_min=4, tm_sec=18, tm_wday=4, tm_yday=278, tm_isdst=0)",image,https://images.indianexpress.com/2024/10/Jyotiradityasinh-Jadeja.jpg,https://rss.app/feeds/P8K5BBCE7t1JWZQ3.xml,Google News,Dalit ,,,,2024-10-04 11:16:56
Dalit Scholar Shailaja Paik: Indian-Origin historian among recipients of MacArthur Foundation’s 2024 'Genius Grant',text/plain,,https://rss.app/feeds/P8K5BBCE7t1JWZQ3.xml,Dalit Scholar Shailaja Paik: Indian-Origin historian among recipients of MacArthur Foundation’s 2024 'Genius Grant',"<div><img src=""https://static-bestcolleges.tosshub.com/2024/News/9ifiYJ8RPaEXuwoAN4n0VwWKWbmBJOkgEX3resGz.jpg"" style=""width: 100%;"" /><div>Fellows are selected through a year-long nomination process, with input from their peers and communities, without knowing they have been nominated until chosen for the award</div></div>",text/html,,https://rss.app/feeds/P8K5BBCE7t1JWZQ3.xml,"<div><img src=""https://static-bestcolleges.tosshub.com/2024/News/9ifiYJ8RPaEXuwoAN4n0VwWKWbmBJOkgEX3resGz.jpg"" style=""width: 100%;"" /><div>Fellows are selected through a year-long nomination process, with input from their peers and communities, without knowing they have been nominated until chosen for the award</div></div>",alternate,text/html,https://bestcolleges.indiatoday.in/news-detail/dalit-scholar-shailaja-paik-indian-origin-historian-among-recipients-of-macarthur-foundations-2024-genius-grant,https://bestcolleges.indiatoday.in/news-detail/dalit-scholar-shailaja-paik-indian-origin-historian-among-recipients-of-macarthur-foundations-2024-genius-grant,ee3e41d1c077b164c3ad014c2ba22f67,False,indiatoday,indiatoday,indiatoday,"Fri, 04 Oct 2024 00:00:00 GMT","time.struct_time(tm_year=2024, tm_mon=10, tm_mday=4, tm_hour=0, tm_min=0, tm_sec=0, tm_wday=4, tm_yday=278, tm_isdst=0)",image,https://static-bestcolleges.tosshub.com/2024/News/9ifiYJ8RPaEXuwoAN4n0VwWKWbmBJOkgEX3resGz.jpg,https://rss.app/feeds/P8K5BBCE7t1JWZQ3.xml,Google News,Dalit ,,,,2024-10-04 11:16:56
"How Dalit, OBC votes could be a gamechanger in Haryana polls",text/plain,,https://rss.app/feeds/P8K5BBCE7t1JWZQ3.xml,"How Dalit, OBC votes could be a gamechanger in Haryana polls","<div><img src=""https://static.toiimg.com/thumb/msid-113919211,width-1070,height-580,imgsize-1348592,resizemode-75,overlay-toi_sw,pt-32,y_pad-40/photo.jpg"" style=""width: 100%;"" /><div>Manju Devi and others from lower castes in Haryana express disillusionment over lack of job opportunities and political neglect. Despite poor developm</div></div>",text/html,,https://rss.app/feeds/P8K5BBCE7t1JWZQ3.xml,"<div><img src=""https://static.toiimg.com/thumb/msid-113919211,width-1070,height-580,imgsize-1348592,resizemode-75,overlay-toi_sw,pt-32,y_pad-40/photo.jpg"" style=""width: 100%;"" /><div>Manju Devi and others from lower castes in Haryana express disillusionment over lack of job opportunities and political neglect. Despite poor developm</div></div>",alternate,text/html,https://timesofindia.indiatimes.com/india/how-dalit-obc-votes-could-be-a-gamechanger-in-haryana-polls/articleshow/113919146.cms,https://timesofindia.indiatimes.com/india/how-dalit-obc-votes-could-be-a-gamechanger-in-haryana-polls/articleshow/113919146.cms,1a94bc55365b4f28b53e290d05262f98,False,Mudita Girotra,Mudita Girotra,Mudita Girotra,"Thu, 03 Oct 2024 21:40:00 GMT","time.struct_time(tm_year=2024, tm_mon=10, tm_mday=3, tm_hour=21, tm_min=40, tm_sec=0, tm_wday=3, tm_yday=277, tm_isdst=0)",image,"https://static.toiimg.com/thumb/msid-113919211,width-1070,height-580,imgsize-1348592,resizemode-75,overlay-toi_sw,pt-32,y_pad-40/photo.jpg",https://rss.app/feeds/P8K5BBCE7t1JWZQ3.xml,Google News,Dalit ,,,,2024-10-04 11:16:56
Congress High Command rallies behind Young Dalit Leader with Priyanka Gandhi Mega Rally | Chandigarh News,text/plain,,https://rss.app/feeds/P8K5BBCE7t1JWZQ3.xml,Congress High Command rallies behind Young Dalit Leader with Priyanka Gandhi Mega Rally | Chandigarh News,"<div><img src=""https://static.toiimg.com/thumb/msid-113915675,width-1070,height-580,imgsize-829307,resizemode-75,overlay-toi_sw,pt-32,y_pad-40/photo.jpg"" style=""width: 100%;"" /><div>Priyanka Gandhi's rally invigorates support for young Dalit leader Pradeep Narwal in Bawani Khera. Despite initial skepticism as an outsider, Narwal's</div></div>",text/html,,https://rss.app/feeds/P8K5BBCE7t1JWZQ3.xml,"<div><img src=""https://static.toiimg.com/thumb/msid-113915675,width-1070,height-580,imgsize-829307,resizemode-75,overlay-toi_sw,pt-32,y_pad-40/photo.jpg"" style=""width: 100%;"" /><div>Priyanka Gandhi's rally invigorates support for young Dalit leader Pradeep Narwal in Bawani Khera. Despite initial skepticism as an outsider, Narwal's</div></div>",alternate,text/html,https://timesofindia.indiatimes.com/city/chandigarh/congress-high-command-rallies-behind-young-dalit-leader-with-priyanka-gandhi-mega-rally/articleshow/113915672.cms,https://timesofindia.indiatimes.com/city/chandigarh/congress-high-command-rallies-behind-young-dalit-leader-with-priyanka-gandhi-mega-rally/articleshow/113915672.cms,981202ea67ca7c90922e81f236a8e26b,False,VIJENDER KUMAR,VIJENDER KUMAR,VIJENDER KUMAR,"Thu, 03 Oct 2024 16:49:00 GMT","time.struct_time(tm_year=2024, tm_mon=10, tm_mday=3, tm_hour=16, tm_min=49, tm_sec=0, tm_wday=3, tm_yday=277, tm_isdst=0)",image,"https://static.toiimg.com/thumb/msid-113915675,width-1070,height-580,imgsize-829307,resizemode-75,overlay-toi_sw,pt-32,y_pad-40/photo.jpg",https://rss.app/feeds/P8K5BBCE7t1JWZQ3.xml,Google News,Dalit ,,,,2024-10-04 11:16:56
Haryana Dalit Leader Ashok Tanwar’s Sudden Congress Comeback Magnifies ‘20% Poll Plan’ of Parties,text/plain,,https://rss.app/feeds/P8K5BBCE7t1JWZQ3.xml,Haryana Dalit Leader Ashok Tanwar’s Sudden Congress Comeback Magnifies ‘20% Poll Plan’ of Parties,"<div><img src=""https://images.news18.com/ibnlive/uploads/2024/10/ashok-tanwar-2024-10-4fca3d10cbbd26f38b67fcc5e9db0043-16x9.jpg?impolicy=website&amp;width=1200&amp;height=675"" style=""width: 100%;"" /><div>In a state where ‘Jat versus non-Jat’ is a big issue, it's the Dalit chessboard that has changed the political dynamics ahead of the October 5 assembly elections</div></div>",text/html,,https://rss.app/feeds/P8K5BBCE7t1JWZQ3.xml,"<div><img src=""https://images.news18.com/ibnlive/uploads/2024/10/ashok-tanwar-2024-10-4fca3d10cbbd26f38b67fcc5e9db0043-16x9.jpg?impolicy=website&amp;width=1200&amp;height=675"" style=""width: 100%;"" /><div>In a state where ‘Jat versus non-Jat’ is a big issue, it's the Dalit chessboard that has changed the political dynamics ahead of the October 5 assembly elections</div></div>",alternate,text/html,https://www.news18.com/elections/haryana-dalit-leader-ashok-tanwars-sudden-congress-comeback-magnifies-20-poll-plan-of-parties-9072497.html,https://www.news18.com/elections/haryana-dalit-leader-ashok-tanwars-sudden-congress-comeback-magnifies-20-poll-plan-of-parties-9072497.html,3540039842e0a9cc41d94807de0ffbb6,False,"Pathikrit Sen Gupta,Pallavi Ghosh","Pathikrit Sen Gupta,Pallavi Ghosh","Pathikrit Sen Gupta,Pallavi Ghosh","Thu, 03 Oct 2024 13:10:19 GMT","time.struct_time(tm_year=2024, tm_mon=10, tm_mday=3, tm_hour=13, tm_min=10, tm_sec=19, tm_wday=3, tm_yday=277, tm_isdst=0)",image,https://images.news18.com/ibnlive/uploads/2024/10/ashok-tanwar-2024-10-4fca3d10cbbd26f38b67fcc5e9db0043-16x9.jpg?impolicy=website&width=1200&height=675,https://rss.app/feeds/P8K5BBCE7t1JWZQ3.xml,Google News,Dalit ,,,,2024-10-04 11:16:56
Dalit man assaulted,text/plain,,https://rss.app/feeds/P8K5BBCE7t1JWZQ3.xml,Dalit man assaulted,"<div><img src=""https://www.thestatesman.com/wp-content/uploads/2021/12/tagging-4.jpg"" style=""width: 100%;"" /><div>Several members of the upper castes allegedly took the law into their own hands and thrashed a dalit man, blackened his face and put a shoe garland around his neck before parading him half-naked in a village in the Mandsaur district of Madhya Pradesh.</div></div>",text/html,,https://rss.app/feeds/P8K5BBCE7t1JWZQ3.xml,"<div><img src=""https://www.thestatesman.com/wp-content/uploads/2021/12/tagging-4.jpg"" style=""width: 100%;"" /><div>Several members of the upper castes allegedly took the law into their own hands and thrashed a dalit man, blackened his face and put a shoe garland around his neck before parading him half-naked in a village in the Mandsaur district of Madhya Pradesh.</div></div>",alternate,text/html,https://www.thestatesman.com/india/dalit-man-assaulted-1503349657.html,https://www.thestatesman.com/india/dalit-man-assaulted-1503349657.html,6148b2a93e283524ff8674bd01291299,False,Statesman News Service,Statesman News Service,Statesman News Service,"Thu, 03 Oct 2024 11:15:57 GMT","time.struct_time(tm_year=2024, tm_mon=10, tm_mday=3, tm_hour=11, tm_min=15, tm_sec=57, tm_wday=3, tm_yday=277, tm_isdst=0)",image,https://www.thestatesman.com/wp-content/uploads/2021/12/tagging-4.jpg,https://rss.app/feeds/P8K5BBCE7t1JWZQ3.xml,Google News,Dalit ,,,,2024-10-04 11:16:56
"TN cops abetted barring of Dalit funeral from public road, residents allege",text/plain,,https://rss.app/feeds/P8K5BBCE7t1JWZQ3.xml,"TN cops abetted barring of Dalit funeral from public road, residents allege","<div><img src=""https://media.assettype.com/thenewsminute%2F2024-10-03%2Fgf2laqp6%2FTiruvanamalaiFuneralRoadDenied031024.jfif?rect=0%2C0%2C750%2C394&amp;w=1200&amp;ar=40%3A21&amp;auto=format%2Ccompress&amp;ogImage=true&amp;mode=crop&amp;enlarge=true&amp;overlay=false&amp;overlay_position=bottom&amp;overlay_width=100"" style=""width: 100%;"" /><div>Days after Dalits in Tamil Nadu’s Tiruvannamalai district were barred access to a public road to conduct a funeral procession, residents allege that the Deputy</div></div>",text/html,,https://rss.app/feeds/P8K5BBCE7t1JWZQ3.xml,"<div><img src=""https://media.assettype.com/thenewsminute%2F2024-10-03%2Fgf2laqp6%2FTiruvanamalaiFuneralRoadDenied031024.jfif?rect=0%2C0%2C750%2C394&amp;w=1200&amp;ar=40%3A21&amp;auto=format%2Ccompress&amp;ogImage=true&amp;mode=crop&amp;enlarge=true&amp;overlay=false&amp;overlay_position=bottom&amp;overlay_width=100"" style=""width: 100%;"" /><div>Days after Dalits in Tamil Nadu’s Tiruvannamalai district were barred access to a public road to conduct a funeral procession, residents allege that the Deputy</div></div>",alternate,text/html,https://www.thenewsminute.com/tamil-nadu/tn-cops-abetted-barring-of-dalit-funeral-from-public-road-residents-allege,https://www.thenewsminute.com/tamil-nadu/tn-cops-abetted-barring-of-dalit-funeral-from-public-road-residents-allege,fb11d176efceb020dd32d864f36c3216,False,"Bharathy Singaravel,Sukanya Shaji","Bharathy Singaravel,Sukanya Shaji","Bharathy Singaravel,Sukanya Shaji","Thu, 03 Oct 2024 10:20:24 GMT","time.struct_time(tm_year=2024, tm_mon=10, tm_mday=3, tm_hour=10, tm_min=20, tm_sec=24, tm_wday=3, tm_yday=277, tm_isdst=0)",image,https://media.assettype.com/thenewsminute%2F2024-10-03%2Fgf2laqp6%2FTiruvanamalaiFuneralRoadDenied031024.jfif?rect=0%2C0%2C750%2C394&w=1200&ar=40%3A21&auto=format%2Ccompress&ogImage=true&mode=crop&enlarge=true&overlay=false&overlay_position=bottom&overlay_width=100,https://rss.app/feeds/P8K5BBCE7t1JWZQ3.xml,Google News,Dalit ,,,,2024-10-04 11:16:56
India advocate says discrimination against Dalit Catholics must be addressed in Synod,text/plain,,https://rss.app/feeds/P8K5BBCE7t1JWZQ3.xml,India advocate says discrimination against Dalit Catholics must be addressed in Synod,"<div><img src=""https://wp.cruxnow.com/wp-content/uploads/2024/10/cns-india.jpg?w=1200"" style=""width: 100%;"" /><div>As bishops around the world meet at the Vatican for the Synod on Synodality, some Catholics in India say they must address the the “draconian casteism, caste discrimination and domination prevailing historically in the Catholic Church.”</div></div>",text/html,,https://rss.app/feeds/P8K5BBCE7t1JWZQ3.xml,"<div><img src=""https://wp.cruxnow.com/wp-content/uploads/2024/10/cns-india.jpg?w=1200"" style=""width: 100%;"" /><div>As bishops around the world meet at the Vatican for the Synod on Synodality, some Catholics in India say they must address the the “draconian casteism, caste discrimination and domination prevailing historically in the Catholic Church.”</div></div>",alternate,text/html,https://cruxnow.com/church-in-asia/2024/10/india-advocate-says-discrimination-against-dalit-catholics-must-be-addressed-in-synod/,https://cruxnow.com/church-in-asia/2024/10/india-advocate-says-discrimination-against-dalit-catholics-must-be-addressed-in-synod/,e0e83e7c79bb4a82f196ea8d674d1575,False,Nirmala Carvalho,Nirmala Carvalho,Nirmala Carvalho,"Thu, 03 Oct 2024 09:00:11 GMT","time.struct_time(tm_year=2024, tm_mon=10, tm_mday=3, tm_hour=9, tm_min=0, tm_sec=11, tm_wday=3, tm_yday=277, tm_isdst=0)",image,https://wp.cruxnow.com/wp-content/uploads/2024/10/cns-india.jpg?w=1200,https://rss.app/feeds/P8K5BBCE7t1JWZQ3.xml,Google News,Dalit ,,,,2024-10-04 11:16:56
"UP bypolls 2024: Congress-SP talks in limbo over 3 assembly seats; INDIA allies eye Dalit, minority vote",text/plain,,https://rss.app/feeds/P8K5BBCE7t1JWZQ3.xml,"UP bypolls 2024: Congress-SP talks in limbo over 3 assembly seats; INDIA allies eye Dalit, minority vote","<div><img src=""https://akm-img-a-in.tosshub.com/businesstoday/images/story/202410/66fe51bbca3ee-while-the-congress-has-begun-preparing-for-all-10-seats--it-is-not-pushing-hard-on-the-seats-that-th-031138312-16x9.jpg"" style=""width: 100%;"" /><div>The seat-sharing arrangement between the two parties is in a pickle over 3 assembly seats up for bypolls -- Meerapur in western UP as well as Phulpur and Majhawan in the eastern part of the country's most populous state. Here's why</div></div>",text/html,,https://rss.app/feeds/P8K5BBCE7t1JWZQ3.xml,"<div><img src=""https://akm-img-a-in.tosshub.com/businesstoday/images/story/202410/66fe51bbca3ee-while-the-congress-has-begun-preparing-for-all-10-seats--it-is-not-pushing-hard-on-the-seats-that-th-031138312-16x9.jpg"" style=""width: 100%;"" /><div>The seat-sharing arrangement between the two parties is in a pickle over 3 assembly seats up for bypolls -- Meerapur in western UP as well as Phulpur and Majhawan in the eastern part of the country's most populous state. Here's why</div></div>",alternate,text/html,https://www.businesstoday.in/india/story/up-bypolls-2024-congress-sp-talks-in-limbo-over-3-assembly-seats-india-allies-eye-dalit-minority-vote-448520-2024-10-03,https://www.businesstoday.in/india/story/up-bypolls-2024-congress-sp-talks-in-limbo-over-3-assembly-seats-india-allies-eye-dalit-minority-vote-448520-2024-10-03,19b8d7c21be6fd6d4b0266f965eef64e,False,Business Today Desk,Business Today Desk,Business Today Desk,"Thu, 03 Oct 2024 08:16:26 GMT","time.struct_time(tm_year=2024, tm_mon=10, tm_mday=3, tm_hour=8, tm_min=16, tm_sec=26, tm_wday=3, tm_yday=277, tm_isdst=0)",image,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202410/66fe51bbca3ee-while-the-congress-has-begun-preparing-for-all-10-seats--it-is-not-pushing-hard-on-the-seats-that-th-031138312-16x9.jpg,https://rss.app/feeds/P8K5BBCE7t1JWZQ3.xml,Google News,Dalit ,,,,2024-10-04 11:16:56
"Also in Haryana race a Priyanka Gandhi pick and rising Dalit voice, Pardeep Narwal",text/plain,,https://rss.app/feeds/P8K5BBCE7t1JWZQ3.xml,"Also in Haryana race a Priyanka Gandhi pick and rising Dalit voice, Pardeep Narwal","<div><img src=""https://images.indianexpress.com/2024/10/priyanka-gandhi-2.jpg"" style=""width: 100%;"" /><div>The Congress candidate from Bawani Khera, Narwal started off as a student leader, was part of the Congress’s campaign in UP with Priyanka, and one of the party's youngest national secretaries</div></div>",text/html,,https://rss.app/feeds/P8K5BBCE7t1JWZQ3.xml,"<div><img src=""https://images.indianexpress.com/2024/10/priyanka-gandhi-2.jpg"" style=""width: 100%;"" /><div>The Congress candidate from Bawani Khera, Narwal started off as a student leader, was part of the Congress’s campaign in UP with Priyanka, and one of the party's youngest national secretaries</div></div>",alternate,text/html,https://indianexpress.com/elections/haryana-assembly-elections-pradeep-narwal-priyanka-gandhis-protege-break-cong-factional-divides-emerge-young-dalit-face-9601188/,https://indianexpress.com/elections/haryana-assembly-elections-pradeep-narwal-priyanka-gandhis-protege-break-cong-factional-divides-emerge-young-dalit-face-9601188/,cdeaa05fa5afceb7572b0d1fff34cceb,False,Parveen K Dogra,Parveen K Dogra,Parveen K Dogra,"Thu, 03 Oct 2024 06:29:29 GMT","time.struct_time(tm_year=2024, tm_mon=10, tm_mday=3, tm_hour=6, tm_min=29, tm_sec=29, tm_wday=3, tm_yday=277, tm_isdst=0)",image,https://images.indianexpress.com/2024/10/priyanka-gandhi-2.jpg,https://rss.app/feeds/P8K5BBCE7t1JWZQ3.xml,Google News,Dalit ,,,,2024-10-04 11:16:56
Torching Dalit homes is a recurring crime in Bihar: Data,text/plain,,https://rss.app/feeds/P8K5BBCE7t1JWZQ3.xml,Torching Dalit homes is a recurring crime in Bihar: Data,"<div><img src=""https://th-i.thgim.com/public/incoming/4ab8mn/article68709361.ece/alternates/LANDSCAPE_1200/IMG_Houses_set_on_fire_i_2_1_7LDC3494.jpg"" style=""width: 100%;"" /><div>Alleged land mafia attack on Dalit hamlet in Bihar, highlighting recurring crimes against SCs and increasing pendency of cases.</div></div>",text/html,,https://rss.app/feeds/P8K5BBCE7t1JWZQ3.xml,"<div><img src=""https://th-i.thgim.com/public/incoming/4ab8mn/article68709361.ece/alternates/LANDSCAPE_1200/IMG_Houses_set_on_fire_i_2_1_7LDC3494.jpg"" style=""width: 100%;"" /><div>Alleged land mafia attack on Dalit hamlet in Bihar, highlighting recurring crimes against SCs and increasing pendency of cases.</div></div>",alternate,text/html,https://www.thehindu.com/data/torching-dalit-homes-is-a-recurring-crime-in-bihar-data/article68709408.ece,https://www.thehindu.com/data/torching-dalit-homes-is-a-recurring-crime-in-bihar-data/article68709408.ece,67ddc8afadd2b1285d2772c7c9385c4c,False,The Hindu,The Hindu,The Hindu,"Thu, 03 Oct 2024 02:30:00 GMT","time.struct_time(tm_year=2024, tm_mon=10, tm_mday=3, tm_hour=2, tm_min=30, tm_sec=0, tm_wday=3, tm_yday=277, tm_isdst=0)",image,https://th-i.thgim.com/public/incoming/4ab8mn/article68709361.ece/alternates/LANDSCAPE_1200/IMG_Houses_set_on_fire_i_2_1_7LDC3494.jpg,https://rss.app/feeds/P8K5BBCE7t1JWZQ3.xml,Google News,Dalit ,,,,2024-10-04 11:16:56
"Indian-American Professor Researching Dalit Women Gets $8,00,000 ""Genius"" Grant",text/plain,,https://rss.app/feeds/P8K5BBCE7t1JWZQ3.xml,"Indian-American Professor Researching Dalit Women Gets $8,00,000 ""Genius"" Grant","<div><img src=""https://c.ndtvimg.com/2024-10/25s2ku1g_shailaja-paik_625x300_03_October_24.jpeg?ver-20240615.100"" style=""width: 100%;"" /><div>Shailaja Paik is a distinguished research professor of history at the University of Cincinnati, where she is also an affiliate faculty in Women's, Gender, and Sexuality Studies, and Asian Studies.</div></div>",text/html,,https://rss.app/feeds/P8K5BBCE7t1JWZQ3.xml,"<div><img src=""https://c.ndtvimg.com/2024-10/25s2ku1g_shailaja-paik_625x300_03_October_24.jpeg?ver-20240615.100"" style=""width: 100%;"" /><div>Shailaja Paik is a distinguished research professor of history at the University of Cincinnati, where she is also an affiliate faculty in Women's, Gender, and Sexuality Studies, and Asian Studies.</div></div>",alternate,text/html,https://www.ndtv.com/indians-abroad/shailaja-paik-macarthur-foundation-indian-american-professor-researching-dalit-women-gets-8-00-000-genius-grant-6705861,https://www.ndtv.com/indians-abroad/shailaja-paik-macarthur-foundation-indian-american-professor-researching-dalit-women-gets-8-00-000-genius-grant-6705861,c15e1f289c690615c6f3bf927b6ce480,False,NDTV.com,NDTV.com,NDTV.com,"Thu, 03 Oct 2024 00:00:00 GMT","time.struct_time(tm_year=2024, tm_mon=10, tm_mday=3, tm_hour=0, tm_min=0, tm_sec=0, tm_wday=3, tm_yday=277, tm_isdst=0)",image,https://c.ndtvimg.com/2024-10/25s2ku1g_shailaja-paik_625x300_03_October_24.jpeg?ver-20240615.100,https://rss.app/feeds/P8K5BBCE7t1JWZQ3.xml,Google News,Dalit ,,,,2024-10-04 11:16:56
UP govt to bear Dalit student’s IIT education expenses,text/plain,,https://rss.app/feeds/P8K5BBCE7t1JWZQ3.xml,UP govt to bear Dalit student’s IIT education expenses,"<div><img src=""https://www.hindustantimes.com/ht-img/img/2024/10/02/1600x900/Atul-Kumar--the-son-of-Rajendra-Kumar--a-daily-wag_1727896931801.jpg"" style=""width: 100%;"" /><div>Through the state’s scholarship scheme, the social welfare department will cover his full tuition fees, in addition to other expenses</div></div>",text/html,,https://rss.app/feeds/P8K5BBCE7t1JWZQ3.xml,"<div><img src=""https://www.hindustantimes.com/ht-img/img/2024/10/02/1600x900/Atul-Kumar--the-son-of-Rajendra-Kumar--a-daily-wag_1727896931801.jpg"" style=""width: 100%;"" /><div>Through the state’s scholarship scheme, the social welfare department will cover his full tuition fees, in addition to other expenses</div></div>",alternate,text/html,https://www.hindustantimes.com/cities/lucknow-news/up-govt-to-bear-dalit-student-siit-education-expenses-101727896935921.html,https://www.hindustantimes.com/cities/lucknow-news/up-govt-to-bear-dalit-student-siit-education-expenses-101727896935921.html,a19b5468bf1e5b9e89f1aef4901817bb,False,HT Correspondent,HT Correspondent,HT Correspondent,"Wed, 02 Oct 2024 19:22:15 GMT","time.struct_time(tm_year=2024, tm_mon=10, tm_mday=2, tm_hour=19, tm_min=22, tm_sec=15, tm_wday=2, tm_yday=276, tm_isdst=0)",image,https://www.hindustantimes.com/ht-img/img/2024/10/02/1600x900/Atul-Kumar--the-son-of-Rajendra-Kumar--a-daily-wag_1727896931801.jpg,https://rss.app/feeds/P8K5BBCE7t1JWZQ3.xml,Google News,Dalit ,,,,2024-10-04 11:16:56
"Accused of stalking woman, Dalit man in MP paraded, assaulted",text/plain,,https://rss.app/feeds/P8K5BBCE7t1JWZQ3.xml,"Accused of stalking woman, Dalit man in MP paraded, assaulted","<div><img src=""https://images.indianexpress.com/2024/10/Indian-Express-8.jpg"" style=""width: 100%;"" /><div>The incident, which took place last week in Bhaisodamandi village under the Bhanpura police station’s jurisdiction, came to public attention after a video went viral.</div></div>",text/html,,https://rss.app/feeds/P8K5BBCE7t1JWZQ3.xml,"<div><img src=""https://images.indianexpress.com/2024/10/Indian-Express-8.jpg"" style=""width: 100%;"" /><div>The incident, which took place last week in Bhaisodamandi village under the Bhanpura police station’s jurisdiction, came to public attention after a video went viral.</div></div>",alternate,text/html,https://indianexpress.com/article/india/accused-of-stalking-woman-dalit-man-in-mp-paraded-assaulted-9600655/,https://indianexpress.com/article/india/accused-of-stalking-woman-dalit-man-in-mp-paraded-assaulted-9600655/,70c0a4535d55848e9559e0fd27d511f8,False,The Indian Express,The Indian Express,The Indian Express,"Wed, 02 Oct 2024 17:17:59 GMT","time.struct_time(tm_year=2024, tm_mon=10, tm_mday=2, tm_hour=17, tm_min=17, tm_sec=59, tm_wday=2, tm_yday=276, tm_isdst=0)",image,https://images.indianexpress.com/2024/10/Indian-Express-8.jpg,https://rss.app/feeds/P8K5BBCE7t1JWZQ3.xml,Google News,Dalit ,,,,2024-10-04 11:16:56
