title,title_detail_type,title_detail_language,title_detail_base,title_detail_value,summary,summary_detail_type,summary_detail_language,summary_detail_base,summary_detail_value,links_0_rel,links_0_type,links_0_href,link,id,guidislink,authors_0_name,author,author_detail_name,published,published_parsed,media_content_0_medium,media_content_0_url,Feed,FeedName,Section,Language,Twitter_URL,FB_URL,FetchTime
"Tragic Shooting in Amethi: Dalit teacher, family murdered after filing FIR over threats",text/plain,None,https://rss.app/feeds/B2SZJnVStF6ULAjJ.xml,"Tragic Shooting in Amethi: Dalit teacher, family murdered after filing FIR over threats","<div><img src=""https://i0.wp.com/cjp.org.in/wp-content/uploads/2024/10/01.jpg?fit=1200%2C628&amp;ssl=1"" style=""width: 100%;"" /><div>In a tragic incident in Amethi, Uttar Pradesh, a Dalit school teacher, his wife, and their two daughters were brutally shot dead at their rented accommodation. This horrific event unfolded on October 2, 2024, just over a month after the family had lodged a First Information Report (FIR) against a man who had threatened them,…</div></div>",text/html,None,https://rss.app/feeds/B2SZJnVStF6ULAjJ.xml,"<div><img src=""https://i0.wp.com/cjp.org.in/wp-content/uploads/2024/10/01.jpg?fit=1200%2C628&amp;ssl=1"" style=""width: 100%;"" /><div>In a tragic incident in Amethi, Uttar Pradesh, a Dalit school teacher, his wife, and their two daughters were brutally shot dead at their rented accommodation. This horrific event unfolded on October 2, 2024, just over a month after the family had lodged a First Information Report (FIR) against a man who had threatened them,…</div></div>",alternate,text/html,https://cjp.org.in/tragic-shooting-in-amethi-dalit-teacher-family-murdered-after-filing-fir-over-threats/,https://cjp.org.in/tragic-shooting-in-amethi-dalit-teacher-family-murdered-after-filing-fir-over-threats/,79a158c7bbb5d96398440a16b18adb0e,False,zahid maniyar,zahid maniyar,zahid maniyar,"Fri, 04 Oct 2024 10:40:56 GMT","time.struct_time(tm_year=2024, tm_mon=10, tm_mday=4, tm_hour=10, tm_min=40, tm_sec=56, tm_wday=4, tm_yday=278, tm_isdst=0)",image,https://i0.wp.com/cjp.org.in/wp-content/uploads/2024/10/01.jpg?fit=1200%2C628&ssl=1,https://rss.app/feeds/B2SZJnVStF6ULAjJ.xml,Google News,Dalit Violence,,,,2024-10-04 11:16:56
"Tragic shooting in Amethi, UP: Dalit teacher and family murdered, investigation reveals family had filed FIR two months ago after facing threats",text/plain,None,https://rss.app/feeds/B2SZJnVStF6ULAjJ.xml,"Tragic shooting in Amethi, UP: Dalit teacher and family murdered, investigation reveals family had filed FIR two months ago after facing threats","<div><img src=""https://sabrangindia.in/wp-content/uploads/2024/10/Amethi-murder.webp"" style=""width: 100%;"" /><div>The shocking incident highlights a troubling rise in violence and lawlessness in Uttar Pradesh, prompting demands for accountability and law-and-order</div></div>",text/html,None,https://rss.app/feeds/B2SZJnVStF6ULAjJ.xml,"<div><img src=""https://sabrangindia.in/wp-content/uploads/2024/10/Amethi-murder.webp"" style=""width: 100%;"" /><div>The shocking incident highlights a troubling rise in violence and lawlessness in Uttar Pradesh, prompting demands for accountability and law-and-order</div></div>",alternate,text/html,https://sabrangindia.in/tragic-shooting-in-amethi-up-dalit-teacher-and-family-murdered-investigation-reveals-family-had-filed-fir-two-months-ago-after-facing-threats/,https://sabrangindia.in/tragic-shooting-in-amethi-up-dalit-teacher-and-family-murdered-investigation-reveals-family-had-filed-fir-two-months-ago-after-facing-threats/,6fd99065dd79ea2ccaea812572517d94,False,SabrangIndia,SabrangIndia,SabrangIndia,"Fri, 04 Oct 2024 10:28:20 GMT","time.struct_time(tm_year=2024, tm_mon=10, tm_mday=4, tm_hour=10, tm_min=28, tm_sec=20, tm_wday=4, tm_yday=278, tm_isdst=0)",image,https://sabrangindia.in/wp-content/uploads/2024/10/Amethi-murder.webp,https://rss.app/feeds/B2SZJnVStF6ULAjJ.xml,Google News,Dalit Violence,,,,2024-10-04 11:16:56
"BJP-ruled states account for highest Dalit violence cases, UP on top, MP records highest reported crimes against STs",text/plain,None,https://rss.app/feeds/B2SZJnVStF6ULAjJ.xml,"BJP-ruled states account for highest Dalit violence cases, UP on top, MP records highest reported crimes against STs","<div><img src=""https://sabrangindia.in/wp-content/uploads/2024/09/dalit-atrocities.jpg"" style=""width: 100%;"" /><div>Uttar Pradesh with 12,287 reported cases, followed by Rajasthan with 8,651 and Madhya Pradesh with 7,732 cases of atrocities against Dalits in year 2022 show a disturbing trend, a report released by the Ministry of Social Justice and Empowerment reveals; Rajasthan was till December 2023 ruled by Ashok Gehlot led Congress</div></div>",text/html,None,https://rss.app/feeds/B2SZJnVStF6ULAjJ.xml,"<div><img src=""https://sabrangindia.in/wp-content/uploads/2024/09/dalit-atrocities.jpg"" style=""width: 100%;"" /><div>Uttar Pradesh with 12,287 reported cases, followed by Rajasthan with 8,651 and Madhya Pradesh with 7,732 cases of atrocities against Dalits in year 2022 show a disturbing trend, a report released by the Ministry of Social Justice and Empowerment reveals; Rajasthan was till December 2023 ruled by Ashok Gehlot led Congress</div></div>",alternate,text/html,https://sabrangindia.in/bjp-ruled-states-account-for-highest-dalit-violence-cases-up-on-top-mp-records-highest-reported-crimes-against-sts/,https://sabrangindia.in/bjp-ruled-states-account-for-highest-dalit-violence-cases-up-on-top-mp-records-highest-reported-crimes-against-sts/,61361ce490ee60fd7b9e498ba02cd00c,False,SabrangIndia,SabrangIndia,SabrangIndia,"Wed, 25 Sep 2024 05:11:15 GMT","time.struct_time(tm_year=2024, tm_mon=9, tm_mday=25, tm_hour=5, tm_min=11, tm_sec=15, tm_wday=2, tm_yday=269, tm_isdst=0)",image,https://sabrangindia.in/wp-content/uploads/2024/09/dalit-atrocities.jpg,https://rss.app/feeds/B2SZJnVStF6ULAjJ.xml,Google News,Dalit Violence,,,,2024-10-04 11:16:56
"UP leads in cases of atrocities against Dalits, Madhya Pradesh tops in most crimes reported against ST’s",text/plain,None,https://rss.app/feeds/B2SZJnVStF6ULAjJ.xml,"UP leads in cases of atrocities against Dalits, Madhya Pradesh tops in most crimes reported against ST’s","<div><img src=""https://i0.wp.com/cjp.org.in/wp-content/uploads/2024/09/UP-leads-in-cases-of-atrocities-against-Dalits-CJP-feature-image.jpg?fit=1200%2C628&amp;ssl=1"" style=""width: 100%;"" /><div>States ruled by the Bharatiya Janata Party (BJP) top in high number of cases registered under the Scheduled Castes and the Scheduled Tribes (Prevention of Atrocities) Act, 1989, (PoA Act) in the year 2022. A union government report published by the Ministry of Social Justice and Empowerment reveals that Uttar Pradesh, reported a staggering 12,287…</div></div>",text/html,None,https://rss.app/feeds/B2SZJnVStF6ULAjJ.xml,"<div><img src=""https://i0.wp.com/cjp.org.in/wp-content/uploads/2024/09/UP-leads-in-cases-of-atrocities-against-Dalits-CJP-feature-image.jpg?fit=1200%2C628&amp;ssl=1"" style=""width: 100%;"" /><div>States ruled by the Bharatiya Janata Party (BJP) top in high number of cases registered under the Scheduled Castes and the Scheduled Tribes (Prevention of Atrocities) Act, 1989, (PoA Act) in the year 2022. A union government report published by the Ministry of Social Justice and Empowerment reveals that Uttar Pradesh, reported a staggering 12,287…</div></div>",alternate,text/html,https://cjp.org.in/up-leads-in-cases-of-atrocities-against-dalits-madhya-pradesh-tops-in-most-crimes-reported-against-sts/,https://cjp.org.in/up-leads-in-cases-of-atrocities-against-dalits-madhya-pradesh-tops-in-most-crimes-reported-against-sts/,eafb264c24b3c2eb911e5f72127ec4f1,False,zahid maniyar,zahid maniyar,zahid maniyar,"Tue, 24 Sep 2024 12:36:09 GMT","time.struct_time(tm_year=2024, tm_mon=9, tm_mday=24, tm_hour=12, tm_min=36, tm_sec=9, tm_wday=1, tm_yday=268, tm_isdst=0)",image,https://i0.wp.com/cjp.org.in/wp-content/uploads/2024/09/UP-leads-in-cases-of-atrocities-against-Dalits-CJP-feature-image.jpg?fit=1200%2C628&ssl=1,https://rss.app/feeds/B2SZJnVStF6ULAjJ.xml,Google News,Dalit Violence,,,,2024-10-04 11:16:56
"U.P., Rajasthan, M.P. top in cases of atrocities on Dalits: report",text/plain,None,https://rss.app/feeds/B2SZJnVStF6ULAjJ.xml,"U.P., Rajasthan, M.P. top in cases of atrocities on Dalits: report","<div><img src=""https://th-i.thgim.com/public/news/cities/Delhi/r25zwv/article32764517.ece/alternates/LANDSCAPE_1200/DE03LEAD"" style=""width: 100%;"" /><div>Uttar Pradesh, Rajasthan and Madhya Pradesh record highest number of anti-Dalit crimes; Madhya Pradesh, Rajasthan and Odisha record highest number of cases of atrocities against STs</div></div>",text/html,None,https://rss.app/feeds/B2SZJnVStF6ULAjJ.xml,"<div><img src=""https://th-i.thgim.com/public/news/cities/Delhi/r25zwv/article32764517.ece/alternates/LANDSCAPE_1200/DE03LEAD"" style=""width: 100%;"" /><div>Uttar Pradesh, Rajasthan and Madhya Pradesh record highest number of anti-Dalit crimes; Madhya Pradesh, Rajasthan and Odisha record highest number of cases of atrocities against STs</div></div>",alternate,text/html,https://www.thehindu.com/news/national/up-rajasthan-mp-top-in-cases-of-atrocities-on-dalits-report/article68670887.ece,https://www.thehindu.com/news/national/up-rajasthan-mp-top-in-cases-of-atrocities-on-dalits-report/article68670887.ece,9e5b308a0674365607f5f8c00864c99b,False,The Hindu,The Hindu,The Hindu,"Sun, 22 Sep 2024 21:36:44 GMT","time.struct_time(tm_year=2024, tm_mon=9, tm_mday=22, tm_hour=21, tm_min=36, tm_sec=44, tm_wday=6, tm_yday=266, tm_isdst=0)",image,https://th-i.thgim.com/public/news/cities/Delhi/r25zwv/article32764517.ece/alternates/LANDSCAPE_1200/DE03LEAD,https://rss.app/feeds/B2SZJnVStF6ULAjJ.xml,Google News,Dalit Violence,,,,2024-10-04 11:16:56
"Nawada: Houses set ablaze in Krishnanagar, oppositions slams NDA Govt for ""atrocities on Dalits""",text/plain,None,https://rss.app/feeds/B2SZJnVStF6ULAjJ.xml,"Nawada: Houses set ablaze in Krishnanagar, oppositions slams NDA Govt for ""atrocities on Dalits""","<div><img src=""https://d3lzcn6mbbadaf.cloudfront.net/media/details/ANI-20240919032712.jpg"" style=""width: 100%;"" /><div>In a shocking incident, 20-25 houses were set ablaze by unidentified miscreants in the Mufassil Police Station area in Krishnanagar in Bihar's Nawada.</div></div>",text/html,None,https://rss.app/feeds/B2SZJnVStF6ULAjJ.xml,"<div><img src=""https://d3lzcn6mbbadaf.cloudfront.net/media/details/ANI-20240919032712.jpg"" style=""width: 100%;"" /><div>In a shocking incident, 20-25 houses were set ablaze by unidentified miscreants in the Mufassil Police Station area in Krishnanagar in Bihar's Nawada.</div></div>",alternate,text/html,https://www.aninews.in/news/national/general-news/nawada-houses-set-ablaze-in-krishnanagar-oppositions-slams-nda-govt-for-atrocities-on-dalits20240919085721/,https://www.aninews.in/news/national/general-news/nawada-houses-set-ablaze-in-krishnanagar-oppositions-slams-nda-govt-for-atrocities-on-dalits20240919085721/,88078bde40d8e09175ceb309007511a1,False,ANI News,ANI News,ANI News,"Thu, 19 Sep 2024 03:27:21 GMT","time.struct_time(tm_year=2024, tm_mon=9, tm_mday=19, tm_hour=3, tm_min=27, tm_sec=21, tm_wday=3, tm_yday=263, tm_isdst=0)",image,https://d3lzcn6mbbadaf.cloudfront.net/media/details/ANI-20240919032712.jpg,https://rss.app/feeds/B2SZJnVStF6ULAjJ.xml,Google News,Dalit Violence,,,,2024-10-04 11:16:56
Caste-Based violence shakes Karnataka and Andhra Pradesh in alarming incidents,text/plain,None,https://rss.app/feeds/B2SZJnVStF6ULAjJ.xml,Caste-Based violence shakes Karnataka and Andhra Pradesh in alarming incidents,"<div><img src=""https://i0.wp.com/cjp.org.in/wp-content/uploads/2024/09/Dalit-1.jpg?fit=1200%2C628&amp;ssl=1"" style=""width: 100%;"" /><div>Background On August 13, a village in North Karnataka’s Yadgir district has announced social boycott on 50 Dalit families after a 15-year-old minor Dalit girl’s parents refused to withdraws a POCSO complaint against a 23-year-old boy belongs to upper caste. The complaint was lodged in August month after a minor girl was allegedly impregnated by…</div></div>",text/html,None,https://rss.app/feeds/B2SZJnVStF6ULAjJ.xml,"<div><img src=""https://i0.wp.com/cjp.org.in/wp-content/uploads/2024/09/Dalit-1.jpg?fit=1200%2C628&amp;ssl=1"" style=""width: 100%;"" /><div>Background On August 13, a village in North Karnataka’s Yadgir district has announced social boycott on 50 Dalit families after a 15-year-old minor Dalit girl’s parents refused to withdraws a POCSO complaint against a 23-year-old boy belongs to upper caste. The complaint was lodged in August month after a minor girl was allegedly impregnated by…</div></div>",alternate,text/html,https://cjp.org.in/caste-based-violence-shakes-karnataka-and-andhra-pradesh-in-alarming-incidents/,https://cjp.org.in/caste-based-violence-shakes-karnataka-and-andhra-pradesh-in-alarming-incidents/,16840f6e1603b00426ee850b0ad31666,False,zahid maniyar,zahid maniyar,zahid maniyar,"Wed, 18 Sep 2024 07:11:15 GMT","time.struct_time(tm_year=2024, tm_mon=9, tm_mday=18, tm_hour=7, tm_min=11, tm_sec=15, tm_wday=2, tm_yday=262, tm_isdst=0)",image,https://i0.wp.com/cjp.org.in/wp-content/uploads/2024/09/Dalit-1.jpg?fit=1200%2C628&ssl=1,https://rss.app/feeds/B2SZJnVStF6ULAjJ.xml,Google News,Dalit Violence,,,,2024-10-04 11:16:56
Targeted Abuse: Dalit youth and scholar face brutal attacks in caste-based violence,text/plain,None,https://rss.app/feeds/B2SZJnVStF6ULAjJ.xml,Targeted Abuse: Dalit youth and scholar face brutal attacks in caste-based violence,"<div><img src=""https://i0.wp.com/cjp.org.in/wp-content/uploads/2024/06/Dalit.jpg?fit=1200%2C628&amp;ssl=1"" style=""width: 100%;"" /><div>In a shocking series of incidents, India’s entrenched caste system has reared its ugly head, targeting Dalit individuals for allegedly practicing Buddhism, pursuing education, and simply attending school. A Dalit youth was attacked and barred from a temple for embracing Buddhism, while a BHU scholar faced vile casteist abuse. In a separate incident, a school…</div></div>",text/html,None,https://rss.app/feeds/B2SZJnVStF6ULAjJ.xml,"<div><img src=""https://i0.wp.com/cjp.org.in/wp-content/uploads/2024/06/Dalit.jpg?fit=1200%2C628&amp;ssl=1"" style=""width: 100%;"" /><div>In a shocking series of incidents, India’s entrenched caste system has reared its ugly head, targeting Dalit individuals for allegedly practicing Buddhism, pursuing education, and simply attending school. A Dalit youth was attacked and barred from a temple for embracing Buddhism, while a BHU scholar faced vile casteist abuse. In a separate incident, a school…</div></div>",alternate,text/html,https://cjp.org.in/targeted-abuse-dalit-youth-and-scholar-face-brutal-attacks-in-caste-based-violence/,https://cjp.org.in/targeted-abuse-dalit-youth-and-scholar-face-brutal-attacks-in-caste-based-violence/,2f81b1555fe18c2b2b5317c86599145e,False,zahid maniyar,zahid maniyar,zahid maniyar,"Wed, 11 Sep 2024 07:59:46 GMT","time.struct_time(tm_year=2024, tm_mon=9, tm_mday=11, tm_hour=7, tm_min=59, tm_sec=46, tm_wday=2, tm_yday=255, tm_isdst=0)",image,https://i0.wp.com/cjp.org.in/wp-content/uploads/2024/06/Dalit.jpg?fit=1200%2C628&ssl=1,https://rss.app/feeds/B2SZJnVStF6ULAjJ.xml,Google News,Dalit Violence,,,,2024-10-04 11:16:56
The invisible cost of violence,text/plain,None,https://rss.app/feeds/B2SZJnVStF6ULAjJ.xml,The invisible cost of violence,"<div><img src=""https://th-i.thgim.com/public/incoming/wookwf/article68611087.ece/alternates/LANDSCAPE_1200/SPOTLIGHT%20BHAGAUTIPUR%20FRRUKHABAD%202024_31_08_2.jpg"" style=""width: 100%;"" /><div>Article discusses tragic deaths of minor Dalit girls in Uttar Pradesh, sparking national outrage and political involvement, with disturbing details.</div></div>",text/html,None,https://rss.app/feeds/B2SZJnVStF6ULAjJ.xml,"<div><img src=""https://th-i.thgim.com/public/incoming/wookwf/article68611087.ece/alternates/LANDSCAPE_1200/SPOTLIGHT%20BHAGAUTIPUR%20FRRUKHABAD%202024_31_08_2.jpg"" style=""width: 100%;"" /><div>Article discusses tragic deaths of minor Dalit girls in Uttar Pradesh, sparking national outrage and political involvement, with disturbing details.</div></div>",alternate,text/html,https://www.thehindu.com/news/national/uttar-pradesh/the-invisible-cost-of-violence/article68611081.ece,https://www.thehindu.com/news/national/uttar-pradesh/the-invisible-cost-of-violence/article68611081.ece,9f482821f1b3cf598e6f677920d5a44a,False,The Hindu,The Hindu,The Hindu,"Sun, 08 Sep 2024 14:19:35 GMT","time.struct_time(tm_year=2024, tm_mon=9, tm_mday=8, tm_hour=14, tm_min=19, tm_sec=35, tm_wday=6, tm_yday=252, tm_isdst=0)",image,https://th-i.thgim.com/public/incoming/wookwf/article68611087.ece/alternates/LANDSCAPE_1200/SPOTLIGHT%20BHAGAUTIPUR%20FRRUKHABAD%202024_31_08_2.jpg,https://rss.app/feeds/B2SZJnVStF6ULAjJ.xml,Google News,Dalit Violence,,,,2024-10-04 11:16:56
The alarming rise of anti-Dalit violence and discrimination in India: A series of gruesome incidents since July 2024,text/plain,None,https://rss.app/feeds/B2SZJnVStF6ULAjJ.xml,The alarming rise of anti-Dalit violence and discrimination in India: A series of gruesome incidents since July 2024,"<div><img src=""https://i0.wp.com/cjp.org.in/wp-content/uploads/2024/09/dalit.jpg?fit=1200%2C628&amp;ssl=1"" style=""width: 100%;"" /><div>India has long struggled with deep-rooted caste-based discrimination that permeates into various aspects of society. Despite constitutional safeguards and legal protections, Dalits in India continue to face systemic violence, discrimination, and social exclusion. Recent incidents across the country highlight a grim reality where Dalit lives are often undervalued, leading to a surge in brutal attacks,…</div></div>",text/html,None,https://rss.app/feeds/B2SZJnVStF6ULAjJ.xml,"<div><img src=""https://i0.wp.com/cjp.org.in/wp-content/uploads/2024/09/dalit.jpg?fit=1200%2C628&amp;ssl=1"" style=""width: 100%;"" /><div>India has long struggled with deep-rooted caste-based discrimination that permeates into various aspects of society. Despite constitutional safeguards and legal protections, Dalits in India continue to face systemic violence, discrimination, and social exclusion. Recent incidents across the country highlight a grim reality where Dalit lives are often undervalued, leading to a surge in brutal attacks,…</div></div>",alternate,text/html,https://cjp.org.in/the-alarming-rise-of-anti-dalit-violence-and-discrimination-in-india-a-series-of-gruesome-incidents-since-july-2024/,https://cjp.org.in/the-alarming-rise-of-anti-dalit-violence-and-discrimination-in-india-a-series-of-gruesome-incidents-since-july-2024/,52d326d62f31dfa2a674f9a3486719c4,False,zahid maniyar,zahid maniyar,zahid maniyar,"Thu, 05 Sep 2024 07:01:47 GMT","time.struct_time(tm_year=2024, tm_mon=9, tm_mday=5, tm_hour=7, tm_min=1, tm_sec=47, tm_wday=3, tm_yday=249, tm_isdst=0)",image,https://i0.wp.com/cjp.org.in/wp-content/uploads/2024/09/dalit.jpg?fit=1200%2C628&ssl=1,https://rss.app/feeds/B2SZJnVStF6ULAjJ.xml,Google News,Dalit Violence,,,,2024-10-04 11:16:56
"‘The violence, to me, seemed scripted against Dalits,’ says Ajaz Ashraf, author of Bhima Koregaon",text/plain,None,https://rss.app/feeds/B2SZJnVStF6ULAjJ.xml,"‘The violence, to me, seemed scripted against Dalits,’ says Ajaz Ashraf, author of Bhima Koregaon","<div><img src=""https://th-i.thgim.com/public/incoming/6r6yc4/article68542225.ece/alternates/LANDSCAPE_1200/Ajaz%20-%20image.jpg"" style=""width: 100%;"" /><div>Different castes remember the violence at Bhima Koregaon on January 1, 2018, and the reasons for it differently</div></div>",text/html,None,https://rss.app/feeds/B2SZJnVStF6ULAjJ.xml,"<div><img src=""https://th-i.thgim.com/public/incoming/6r6yc4/article68542225.ece/alternates/LANDSCAPE_1200/Ajaz%20-%20image.jpg"" style=""width: 100%;"" /><div>Different castes remember the violence at Bhima Koregaon on January 1, 2018, and the reasons for it differently</div></div>",alternate,text/html,https://www.thehindu.com/opinion/interview/caste-violence-bhima-koregaon-dalits-discrimination-religion-people-india/article68542198.ece,https://www.thehindu.com/opinion/interview/caste-violence-bhima-koregaon-dalits-discrimination-religion-people-india/article68542198.ece,c17a870543d166b1a579f31be77b08e5,False,The Hindu,The Hindu,The Hindu,"Fri, 23 Aug 2024 03:33:00 GMT","time.struct_time(tm_year=2024, tm_mon=8, tm_mday=23, tm_hour=3, tm_min=33, tm_sec=0, tm_wday=4, tm_yday=236, tm_isdst=0)",image,https://th-i.thgim.com/public/incoming/6r6yc4/article68542225.ece/alternates/LANDSCAPE_1200/Ajaz%20-%20image.jpg,https://rss.app/feeds/B2SZJnVStF6ULAjJ.xml,Google News,Dalit Violence,,,,2024-10-04 11:16:56
Property of prime accused in Bihar Dalit girl's murder attached,text/plain,None,https://rss.app/feeds/B2SZJnVStF6ULAjJ.xml,Property of prime accused in Bihar Dalit girl's murder attached,"<div><img src=""https://th-i.thgim.com/public/incoming/nesd3f/article68536224.ece/alternates/LANDSCAPE_1200/AFP_36EA3BH.jpg"" style=""width: 100%;"" /><div>Bihar Police attach property of accused in murder of Dalit minor girl</div></div>",text/html,None,https://rss.app/feeds/B2SZJnVStF6ULAjJ.xml,"<div><img src=""https://th-i.thgim.com/public/incoming/nesd3f/article68536224.ece/alternates/LANDSCAPE_1200/AFP_36EA3BH.jpg"" style=""width: 100%;"" /><div>Bihar Police attach property of accused in murder of Dalit minor girl</div></div>",alternate,text/html,https://www.thehindu.com/news/national/bihar/property-of-prime-accused-in-bihar-dalit-girls-murder-attached/article68536143.ece,https://www.thehindu.com/news/national/bihar/property-of-prime-accused-in-bihar-dalit-girls-murder-attached/article68536143.ece,7394dd984fabd1d418656e0ea0b52b56,False,The Hindu,The Hindu,The Hindu,"Sat, 17 Aug 2024 11:17:34 GMT","time.struct_time(tm_year=2024, tm_mon=8, tm_mday=17, tm_hour=11, tm_min=17, tm_sec=34, tm_wday=5, tm_yday=230, tm_isdst=0)",image,https://th-i.thgim.com/public/incoming/nesd3f/article68536224.ece/alternates/LANDSCAPE_1200/AFP_36EA3BH.jpg,https://rss.app/feeds/B2SZJnVStF6ULAjJ.xml,Google News,Dalit Violence,,,,2024-10-04 11:16:56
"Upper caste farmer, son ‘thrash’ Dalit woman in Uttar Pradesh, booked",text/plain,None,https://rss.app/feeds/B2SZJnVStF6ULAjJ.xml,"Upper caste farmer, son ‘thrash’ Dalit woman in Uttar Pradesh, booked","<div><img src=""https://images.indianexpress.com/2024/08/banner-new-3.jpg"" style=""width: 100%;"" /><div>Victim’s husband alleges that he had to make rounds of the police station in the Banda district for several days to get the case registered</div></div>",text/html,None,https://rss.app/feeds/B2SZJnVStF6ULAjJ.xml,"<div><img src=""https://images.indianexpress.com/2024/08/banner-new-3.jpg"" style=""width: 100%;"" /><div>Victim’s husband alleges that he had to make rounds of the police station in the Banda district for several days to get the case registered</div></div>",alternate,text/html,https://indianexpress.com/article/cities/lucknow/uttar-pradesh-upper-caste-farmer-thrash-dalit-woman-booked-9509494/,https://indianexpress.com/article/cities/lucknow/uttar-pradesh-upper-caste-farmer-thrash-dalit-woman-booked-9509494/,a8691d9f764fc0912b974b3f995cc5cf,False,Manish Sahu,Manish Sahu,Manish Sahu,"Mon, 12 Aug 2024 09:46:42 GMT","time.struct_time(tm_year=2024, tm_mon=8, tm_mday=12, tm_hour=9, tm_min=46, tm_sec=42, tm_wday=0, tm_yday=225, tm_isdst=0)",image,https://images.indianexpress.com/2024/08/banner-new-3.jpg,https://rss.app/feeds/B2SZJnVStF6ULAjJ.xml,Google News,Dalit Violence,,,,2024-10-04 11:16:56
Dalit’s hand severed following argument near Bengaluru,text/plain,None,https://rss.app/feeds/B2SZJnVStF6ULAjJ.xml,Dalit’s hand severed following argument near Bengaluru,"<div><img src=""https://th-i.thgim.com/public/incoming/cpqzrd/article68436650.ece/alternates/LANDSCAPE_1200/Kanakapura_City_03.jpg"" style=""width: 100%;"" /><div>The police deployed additional forces to prevent any further violence. Senior police officials visited the hospital and spoke to the victims.</div></div>",text/html,None,https://rss.app/feeds/B2SZJnVStF6ULAjJ.xml,"<div><img src=""https://th-i.thgim.com/public/incoming/cpqzrd/article68436650.ece/alternates/LANDSCAPE_1200/Kanakapura_City_03.jpg"" style=""width: 100%;"" /><div>The police deployed additional forces to prevent any further violence. Senior police officials visited the hospital and spoke to the victims.</div></div>",alternate,text/html,https://www.thehindu.com/news/cities/bangalore/dalits-hand-severed-following-an-argument-in-kanakapura-near-bengaluru/article68436168.ece,https://www.thehindu.com/news/cities/bangalore/dalits-hand-severed-following-an-argument-in-kanakapura-near-bengaluru/article68436168.ece,7109f77d4300bad54f3fcf1786973024,False,The Hindu,The Hindu,The Hindu,"Tue, 23 Jul 2024 11:09:04 GMT","time.struct_time(tm_year=2024, tm_mon=7, tm_mday=23, tm_hour=11, tm_min=9, tm_sec=4, tm_wday=1, tm_yday=205, tm_isdst=0)",image,https://th-i.thgim.com/public/incoming/cpqzrd/article68436650.ece/alternates/LANDSCAPE_1200/Kanakapura_City_03.jpg,https://rss.app/feeds/B2SZJnVStF6ULAjJ.xml,Google News,Dalit Violence,,,,2024-10-04 11:16:56
"12 years on, Dalit Survivors of Andhra Pradesh's Laxmipeta Massacre Await Justice",text/plain,None,https://rss.app/feeds/B2SZJnVStF6ULAjJ.xml,"12 years on, Dalit Survivors of Andhra Pradesh's Laxmipeta Massacre Await Justice","<div><img src=""https://mcmscache.epapr.in/post_images/website_350/post_42888375/full.png"" style=""width: 100%;"" /><div>The bloody incident claimed the lives of five Dalit men and left over 40 people severely injured. The scale of violence unleashed in Laxmipeta was on par with Karamchedu (1985) and Tsunduru (1991) caste atrocities, which rocked the then undivided Andhra Pradesh.</div></div>",text/html,None,https://rss.app/feeds/B2SZJnVStF6ULAjJ.xml,"<div><img src=""https://mcmscache.epapr.in/post_images/website_350/post_42888375/full.png"" style=""width: 100%;"" /><div>The bloody incident claimed the lives of five Dalit men and left over 40 people severely injured. The scale of violence unleashed in Laxmipeta was on par with Karamchedu (1985) and Tsunduru (1991) caste atrocities, which rocked the then undivided Andhra Pradesh.</div></div>",alternate,text/html,https://m.thewire.in/article/caste/12-years-on-dalit-survivors-of-andhra-pradeshs-laxmipeta-massacre-await-justice,https://m.thewire.in/article/caste/12-years-on-dalit-survivors-of-andhra-pradeshs-laxmipeta-massacre-await-justice,4392afb34e31983cf251fa68191e0233,False,Suman Damera,Suman Damera,Suman Damera,"Thu, 13 Jun 2024 14:26:52 GMT","time.struct_time(tm_year=2024, tm_mon=6, tm_mday=13, tm_hour=14, tm_min=26, tm_sec=52, tm_wday=3, tm_yday=165, tm_isdst=0)",image,https://mcmscache.epapr.in/post_images/website_350/post_42888375/full.png,https://rss.app/feeds/B2SZJnVStF6ULAjJ.xml,Google News,Dalit Violence,,,,2024-10-04 11:16:56
