title,author,date,summary,link
"दलित युवक को लात-घूंसों से पीटा, फिर चेहरे पर किया पेशाब, वीडियो वायरल",Dalit Times,"अक्टूबर 3, 2024",यूपी में दलित युवक को दबंगों ने लात-घूंसों से पीटने के बाद चेहरे पर पेशाब किया। इस घटना का वीडियो वायरल होने के बाद पुलिस […],https://dalittimes.in/dalit-youth-beaten-with-kicks-and-punches-then-urinated-on-his-face-video-goes-viral/
"नवादा हिंसा पर चंद्रशेखर आजाद का बड़ा बयान: 100 दबंगों ने 80 दलित घर जलाए, 50 राउंड फायरिंग की; सरकार और प्रशासन को ठोस कदम उठाने की अपील",Dalit Times,"सितम्बर 19, 2024","चंद्रशेखर आजाद ने नवादा में जातीय हिंसा की कड़ी निंदा की, सरकार और प्रशासन की निष्क्रियता की आलोचना की, और दोषियों के खिलाफ सख्त कार्रवाई […]",https://dalittimes.in/chandrashekhar-azads-big-statement-on-nawada-violence-100-bullies-burnt-80-dalit-houses-fired-50-rounds-appeal-to-government-and-administration-to-take-concrete-steps/
"राजनीतिक खेल का शिकार दलित: बिहार में 100 दबंगों ने दलित बस्ती में लगाई आग, 80 घर जलकर राख! 50 राउंड फायरिंग, जानें पूरा मामला",Dalit Times,"सितम्बर 19, 2024","बिहार के नवादा जिले में 100 दबंगों ने दलित बस्ती पर हमला किया, जिसमें 80 घर जलकर राख हो गए और 50 राउंड फायरिंग की […]",https://dalittimes.in/dalits-victim-of-political-game-100-bullies-set-fire-to-dalit-colony-in-bihar-80-houses-burnt-to-ashes-50-rounds-firing-know-the-whole-matter/
कुमारी शैलजा के जातिवादी अपमान से हरियाणा की राजनीति में भूचाल; भूपेंद्र सिंह हुड्डा के बयान ने बदला माहौल,Dalit Times,"सितम्बर 17, 2024",हरियाणा की राजनीति में कुमारी शैलजा के जातिवादी अपमान ने हलचल मचा दी है। भूपेंद्र सिंह हुड्डा के बयान ने स्थिति को और संवेदनशील बना […],https://dalittimes.in/casteist-insult-by-kumari-shailaja-created-a-stir-in-haryana-politics-bhupendra-singh-hoodas-statement-changed-the-atmosphere/
"UP: दलित बच्चों को मंदिर के बाहर खेलने पर पीटा , BJP विधायक ने समझौते का बनाया दबाव; चंद्रशेखर आजाद ने दी सड़क पर उतरने की चेतावनी",Dalit Times,"सितम्बर 17, 2024",यूपी में 3 दलित बच्चों को मंदिर के बाहर खेलने पर गाँव के दबंगों ने बंधक बनाकर पीटा और उनके परिवार को जातिसूचक गालियां दीं। […],https://dalittimes.in/up-dalit-children-beaten-for-playing-outside-the-temple-bjp-mla-presses-for-compromise-chandrashekhar-azad-warned-to-take-to-the-streets/
दलित समुदाय पर बढ़ते हमले: मंदिर में प्रवेश करने पर दलित को खंभे से बांधकर पीटा; 21 लोगों पर FIR दर्ज और 6 गिरफ्तार,Dalit Times,"सितम्बर 16, 2024",कर्नाटक में एक दलित व्यक्ति को मंदिर में प्रवेश करने के कारण क्रूरता का सामना करना पड़ा। 28 वर्षीय अर्जुन ने 10 सितंबर को द्यामाव्वा […],https://dalittimes.in/increasing-attacks-on-dalit-community-dalit-youth-tied-to-a-pillar-for-entering-the-temple-beaten-by-the-mob-fir-registered-against-21-and-6-arrested/
"UP: दलित को थाने में थर्ड डिग्री! पेड़ से बांधकर पीटा, बिजली के दिए झटके ; चंद्रशेखर आजाद ने न्याय की उठाई आवाज",Dalit Times,"सितम्बर 16, 2024",उत्तर प्रदेश में एक दुखद घटना सामने आई है जिसमें एक दलित बच्चे की मौत की खबर है। परिवार का आरोप है पुलिस ने 18 […],https://dalittimes.in/up-third-degree-to-dalit-in-police-station-tied-to-a-tree-beaten-given-electric-shocks-chandrashekhar-azad-raised-voice-for-justice/
"कुमारी सेलजा को हुड्डा समर्थकों की जातिसूचक टिप्पणियाँ, दलित संगठनों का BSP के साथ जाने का ऐलान; सेलजा को मिला BSP में शामिल होने का न्योता",Dalit Times,"सितम्बर 16, 2024",भूपेंद्र सिंह हुड्डा के समर्थकों ने दलित नेता कुमारी सेलजा के खिलाफ जातिसूचक शब्दों का इस्तेमाल कर उन्हें गालियाँ दीं। जिस वजह से  दलित संगठनों […],https://dalittimes.in/hooda-supporters-made-caste-based-comments-on-kumari-selja-dalit-organizations-announced-to-go-with-bsp-selja-invited-to-join-bsp/
"Andhra Pradesh: दलित महिला को खंभे से बांधकर बेरहमी से पीटा, दलित संगठनों ने की सख्त कार्रवाई की मांग",Dalit Times,"सितम्बर 14, 2024",एक समूह ने दलित महिला के घर पर हमला किया। इस समूह ने पहले महिला को घर से बाहर निकाला और फिर उसे गांव के […],https://dalittimes.in/andhra-pradesh-dalit-woman-tied-to-a-pole-and-brutally-beaten-dalit-organizations-demand-strict-action/
दलित रेप-हत्या मामले में बसपा का आक्रोशः CBI जांच और आंदोलन की चेतावनी; सरकार पर दोषियों को बचाने का लगाया आरोप,Dalit Times,"सितम्बर 14, 2024",बिहार में दलित बच्ची के साथ हुए रेप और हत्या के मामले को लेकर बसपा ने राज्य सरकार पर गंभीर आरोप लगाए हैं और इस […],https://dalittimes.in/bsps-anger-in-dalit-rape-murder-case-warning-of-cbi-investigation-and-agitation-government-accused-of-protecting-the-culprits/
कर्नाटक में दलित परिवारों का बहिष्कार: रेप पीड़िता ने नहीं झुकाया सिर तो सवर्ण नेताओं ने दैनिक चीजों की बिक्री पर लगाई रोक,Dalit Times,"सितम्बर 13, 2024",कर्नाटक में दलित परिवारों को सामाजिक बहिष्कार का सामना करना पड़ रहा है क्योंकि लड़की से बलात्कार के आरोप में उसके परिवार द्वारा समझौता न […],https://dalittimes.in/boycott-of-dalit-families-in-karnataka-when-rape-victim-did-not-bow-her-head-upper-caste-leaders-banned-the-sale-of-daily-items/
"Boys Hostel ले जाकर दलित युवती से गैंगरेप, प्रशासन ने की मामले को दबाने की कोशिश, महिला कांग्रेस करेगी विरोध प्रदर्शन",Dalit Times,"सितम्बर 12, 2024",मध्यप्रदेश में एक दलित युवती के साथ गैंगरेप का मामला सामने आया है। एक तरफ जहां प्रशासन इस घटना पर चुप्पी साधे हुए मामले को […],https://dalittimes.in/dalit-girl-gang-raped-after-taking-her-to-boys-hostel-administration-tried-to-suppress-the-case-mahila-congress-will-protest/
"शिक्षा में जातिगत भेदभाव: BHU में दलित छात्र के साथ उत्पीड़न, SC आयोग की मदद से मिला हक",Dalit Times,"सितम्बर 12, 2024",क्या अब शिक्षा भी जातिवाद हो गयी हैं ? BHU में कुछ ऐसे ही मामले सामने आये है पहले एक शिक्षक द्वारा दलित छात्र पर […],https://dalittimes.in/caste-discrimination-in-education-dalit-student-harassed-in-bhu-got-rights-with-the-help-of-sc-commission/
"“पिछड़ों, दलितों का उत्पीड़न कर रही BJP सरकार”, सपा नेता ने कही बड़ी बात, क्यों देखा नही सपा ने अपना शासनकाल?",Dalit Times,"सितम्बर 12, 2024",सपा नेता राजपाल कश्यप ने BJP सरकार पर आरोप लगाया है कि वो पिछड़ों और दलितों का उत्पीड़न कर रही है। लेकिन दलितों का उत्पीड़न […],https://dalittimes.in/bjp-government-is-harassing-backward-people-and-dalits-sp-leader-said-this-big-thing-why-did-you-not-see-sps-rule/
UP: चंद्रशेखर आजाद ने एक बार फिर दलितों के लिए उठाई आवाज; गोंडा में दलित हत्या मामले में योगी सरकार से की ये मांग…,Dalit Times,"सितम्बर 9, 2024",यूपी में दलित रमेश भारती की हत्या के बाद सामाजिक और राजनीतिक हलकों में हलचल मच गई है। आजाद समाज पार्टी के नेता चंद्रशेखर आजाद […],https://dalittimes.in/up-chandrashekhar-azad-once-again-raised-his-voice-for-dalits-this-demand-was-made-from-yogi-government-in-dalit-murder-case-in-gonda/
BHU: शोध छात्र के साथ सीनियर प्रोफेसर ने की जातिगत अभद्रता! कुलपति व पुलिस आयुक्त को राष्ट्रीय अनुसूचित जाति आयोग का नोटिस,Dalit Times,"सितम्बर 9, 2024",एक दलित शोध छात्र के साथ फैकल्टी के ही सीनियर प्रोफेसर द्वारा अभद्रता करने का मामला जिसमें सीनियर प्रोफेसर ने मीटिंग में सबके सामने ही […],https://dalittimes.in/national-scheduled-caste-commissions-notice-to-the-vice-chancellor-land-and-police-commissioner-against-the-caste-based-indecency-committed-by-a-senior-professor-with-a-research-student-in-bhu/
Ayodhya Rape Case: दलित की मां काटती रही थाने के चक्कर लेकिन FIR लिखी नहीं; नेता दलित के घर चुनावी कारणों से पहुंच रहे!,Dalit Times,"सितम्बर 7, 2024",अयोध्या में दलित बच्ची के साथ बलात्कार की घटना के बाद पुलिस ने आरोपी शहबान के पैर में गोली मारी। मीडिया से बातचीत में पीड़िता […],https://dalittimes.in/ayodhya-rape-case-dalit-girls-mother-kept-visiting-the-police-station-but-fir-was-not-written-now-leaders-are-reaching-dalit-homes-only-for-election-reasons/
"UP: दबंगों के डर से 40 दलित बच्चों ने छोड़ा स्कूल, घर से बाहर निकलने से भी डरे ! अधिकारियों ने कराया समझौता",Dalit Times,"सितम्बर 7, 2024","आज भी दलितों को डर और दबाव का सामना करना पड़ता है, कई स्थानों पर जातिवादी संरचनाएं और स्थानीय दबंगों का प्रभाव दलितों को उत्पीड़ित […]",https://dalittimes.in/up-40-dalit-children-left-school-due-to-fear-of-bullies-afraid-to-even-go-out-of-the-house-officials-made-a-compromise/
"Maharashtra: दलित युवक को मंदिर में जाने से रोका, विरोध किया तो मारें डंडे, चप्पल और पत्थर; शिवसेना नेता और अन्य पर मामला दर्ज",Dalit Times,"सितम्बर 6, 2024",महाराष्ट्र में एक दलित युवक को मंदिर में प्रवेश करने से रोकने और उसके विरोध पर हमला करने के मामले में शिवसेना नेता विकास रेपाले […],https://dalittimes.in/maharashtra-dalit-youth-stopped-from-going-to-the-temple-when-he-protested-he-was-hit-with-sticks-slippers-and-stones-case-registered-against-shiv-sena-leader-and-others/
"UP News : अयोध्या में दलित लड़की से रेप के आरोपी को मुठभेड़ में लगी गोली, पुलिस ने किया गिरफ्तार",Dalit Times,"सितम्बर 6, 2024",उत्तर प्रदेश में दलित किशोरी से रेप के आरोपी शहबान को पुलिस ने एनकाउंटर के दौरान गोली मार दी। इस मुठभेड़ के बाद शहबान को […],https://dalittimes.in/up-news-the-accused-of-raping-a-dalit-girl-in-ayodhya-was-shot-in-the-leg-by-the-police-in-an-encounter-and-arrested/
"Meerut News: दलित किशोरी को बंधक बनाकर 4 मुस्लिम युवकों ने किया गैंगरेप, हिंदू संगठनों ने किया विरोध और दी चेतावनी",Dalit Times,"सितम्बर 4, 2024",चार युवकों ने दलित किशोरी को बंधक बनाकर जंगल में गैंगरेप किया। आरोपियों के दूसरे संप्रदाय (मुस्लिम) से होने के कारण हिंदू संगठनों ने पुलिस […],https://dalittimes.in/meerut-news-4-muslim-youths-gang-raped-a-dalit-teenager-by-taking-them-hostage-hindu-organizations-protested-and-warned/
"UP News : रिटायर्ड सिपाही ने दलित व्यक्ति की गोली मारकर की हत्या! भीम आर्मी ने न्याय की मांग की तो गांव वालों ने धमकी देकर भगाया, देखें Video",Dalit Times,"सितम्बर 4, 2024",उत्तर प्रदेश में जमीनी विवाद के चलते रिटायर्ड फौजी ने एक दलित युवक की गोली मारकर हत्या कर दी। जब भीम आर्मी का प्रतिनिधिमंडल पीड़ित […],https://dalittimes.in/up-news-retired-soldier-shot-and-killed-a-dalit-man-when-bhim-army-demanded-justice-the-villagers-threatened-and-chased-them-away-watch-video/
"दलित किशोरी को गांव से उठाया! 4 दिनों तक बंधक बनाकर किया दुष्कर्म, पुलिस पर दबाव बनाकर सुलह करवाने का आरोप",Dalit Times,"सितम्बर 1, 2024","बाराबंकी के एक गांव से एक दलित किशोरी का अपहरण एक युवक द्वारा कर लिया गया, जिसने उसे बंधक बनाकर कई दिनों तक प्रताड़ित किया। […]",https://dalittimes.in/dalit-girl-kidnapped-from-village-kept-captive-for-4-days-and-raped-accused-of-pressurizing-police-to-settle-the-matter/
"MP NEWS : पुलिस ने की हैवानियत की सारी हदें पार ! थाने में बंद कर दलित दादी-पोते की बेरहमी से पिटाई, पीड़ित ने खुद बताई आप बीती",Dalit Times,"अगस्त 29, 2024","सोशल मीडिया पर हाल ही में एक वीडियो तेजी से वायरल हुआ है , जिसमें थाना प्रभारी और उनके स्टाफ को एक बुजुर्ग महिला और […]",https://dalittimes.in/mp-news-police-crossed-all-limits-of-brutality-dalit-grandmother-and-grandson-were-brutally-beaten-up-after-being-locked-in-the-police-station-the-victim-himself-told-the-story/
"UP News : फर्रुखाबाद में दो दलित लड़कियों की पेड़ से लटकी मिली लाश, हत्या या आत्महत्या में उलझी पुलिस!",Dalit Times,"अगस्त 28, 2024",यूपी से के फर्रुखाबाद जिले में दो दलित युवतियों के शव पेड़ से लटके मिलने की घटना ने इलाके में सनसनी फैला दी है। मृतक […],https://dalittimes.in/up-news-dead-bodies-of-two-dalit-girls-found-hanging-from-a-tree-in-farrukhabad-police-confused-whether-it-was-murder-or-suicide/
"UP News : अयोध्या में फिर दरिंदगी, चार साल की दलित बच्ची से हैवानियत, आरोपी फरार",Dalit Times,"अगस्त 27, 2024",यूपी की धर्म नगरी अयोध्या में हाल ही में नाबालिग के साथ हुई दुष्कर्म की घटना ने सभी को हिला कर रख दिया है। इस […],https://dalittimes.in/up-news-cruelty-again-in-ayodhya-four-year-old-dalit-girl-brutalized-accused-absconding/
Babulal Bairwa Suicide Case: जयपुर में दलित कॉन्स्टेबल की आत्महत्या मामले में परिजनों का पांचवें दिन भी धरना जारी! जानिए पूरा मामला,Dalit Times,"अगस्त 26, 2024",जयपुर के भांकरोटा थाने के हेड कांस्टेबल की आत्महत्या के प्रकरण में राजनीतिक उथल-पुथल बढ़ रही है। नेता प्रतिपक्ष टीकाराम जूली ने रविवार को धरने […],https://dalittimes.in/babulal-bairwa-suicide-case-family-members-continue-to-protest-for-the-fifth-day-in-the-case-of-suicide-of-dalit-constable-in-jaipur-know-the-whole-matter/
"बदलापुर यौन शोषण : ‘अगर स्कूल सुरक्षित नहीं हैं, तो शिक्षा के अधिकार का क्या फायदा,’ बॉम्बे हाई कोर्ट की सख्त टिप्पणी",Dalit Times,"अगस्त 24, 2024",महाराष्ट्र के बदलापुर के एक स्कूल में दो बच्चियों के साथ हुए यौन शोषण के मामले ने पूरे देश को हिला कर रख दिया है. […],https://dalittimes.in/badlapur-sexual-abuse-if-schools-are-not-safe-what-is-the-use-of-right-to-education-bombay-high-courts-strong-comment/
"UP : दलित युवक को जूते में पिलाया पानी, मां से की बदसलूकी, कानपुर पुलिस पर दलित महिला के गंभीर आरोप",Dalit Times,"अगस्त 24, 2024",दलितों के खिलाफ अपराध की घटनाएं एक गंभीर समस्या बन गई हैं। रोजाना दलितों के साथ होने वाले अपराध सामने आ रहें है। जिसमें शारीरिक […],https://dalittimes.in/up-dalit-youth-was-made-to-drink-water-from-a-shoe-his-mother-was-treated-badly-serious-allegations-made-by-a-dalit-woman-against-kanpur-police/
"आगरा में 11 साल की दलित बच्ची से रेप, मायावती ने दलित लड़कियों से बलात्कार के मामलों में सख्त कार्रवाई की मांग की",Dalit Times,"अगस्त 22, 2024",बहुजन समाज पार्टी की सुप्रीमो मायावती आए दिन दलित लड़कियों के साथ बलात्कार और हत्या की घटनाओं पर गहरी चिंता व्यक्त करती रहती हैं. साथ […],https://dalittimes.in/elewan-year-old-dalit-girl-raped-in-agra-mayawati-demands-strict-action-in-cases-of-rape-of-dalit-girls/
उदयपुर चाकूबाजी कांड: घायल दलित छात्र की मौत पर मचा बवाल! सरकार और प्रशासन पर उठें सवाल,Dalit Times,"अगस्त 20, 2024",Udaipur Violence News: राजस्थान के उदयपुर में कुछ समय पहले हुए चाकू कांड की घटना ने उदयपुर में ऐसा बवाल खड़ा किया जिसने पूरे उदयपुर […],https://dalittimes.in/udaipur-stabbing-incident-chaos-over-the-death-of-injured-dalit-student-questions-raised-on-government-and-administration/
राजस्थान में बढ़ रहे दलित अत्याचार के लिए ज़िम्मेदार कौन है?,Dalit Times,"जुलाई 26, 2024",NCRB की रिपोर्ट भी कहती है कि सुरक्षा की दृष्टि से राजस्थान दलितों के लिए सबसे असुरक्षित राज्य बन गया है। Dalit Atrocities In Rajasthan […],https://dalittimes.in/who-is-responsible-for-the-increasing-atrocities-against-dalits-in-rajasthan/
"UP : बहराइच में दलित लड़कियों से छेड़छाड़, विरोध करने पर धारदार हथियार से हमला, 9 पर मामला दर्ज, 6 गिरफ्तार",Dalit Times,"जुलाई 23, 2024",बहराइच में तीन दलित लड़कियों के साथ असलम और सलमान ने कथित रूप से छेड़छाड़ की जब लड़कियों और उनके भाई ने इसका विरोध किया […],https://dalittimes.in/up-dalit-girls-molested-in-bahraich-attacked-with-sharp-weapons-when-they-protested-case-registered-against-9-6-arrested/
"UP : बस्ती में सवर्ण समाज के लिए बनाई गई सड़क पर दलित युवक को चलाना पड़ा भारी, सवर्ण युवक ने मारा-पीटा, हाथ तोड़ दिया",Sushma Tomar,"जुलाई 19, 2024","शादी समारोह में तुम क्यों आए, गांव को जाने वाली सड़क सवर्ण समाज के लिए है तुम इस सड़क पर कैसे चले? जब हिमांशु ने […]",https://dalittimes.in/up-dalit-youth-had-to-drive-heavily-on-the-road-built-for-the-upper-caste-community-in-basti-the-upper-caste-youth-beat-and-broke-his-arm/
"मध्यप्रदेश : सत्ता के नशे में चूर बीजेपी युवा नेता अभिषेक पाण्डे ने दलित युवक को मारी गोली, पुलिस ने धरदबोचा",Dalit Times,"जुलाई 15, 2024",मध्य प्रदेश : सत्ता के नशे में चूर और महज़ रॉब दिखाने के लिए भाजपा के युवा नेता ने एक दलित व्यक्ति की गोली मारकर […],https://dalittimes.in/madhya-pradesh-drunk-with-power-bjp-youth-leader-abhishek-pandey-shot-a-dalit-youth-police-arrested-him/
"तमिलनाडु : आर्मस्ट्रांग हत्या मामले में CBI जांच की नहीं मिल रही मंजूरी, पुलिस का बड़ा दावा, मुठभेड़ में हिस्ट्रीशीटर को मार गिराया",Dalit Times,"जुलाई 14, 2024",In Short : के आर्मस्ट्रांग की हत्या मामले में हिस्ट्रीशीटर थिरुवेंगदम को पुलिस ने मार गिराया 5 जुलाई को हुई इस हत्या […],https://dalittimes.in/tamil-nadu-cbi-probe-not-approved-in-armstrong-murder-case-police-makes-big-claim-history-sheeter-killed-in-encounter/
"राजस्थान : 4 सालों से दलित युवती को ब्लैकमेल कर करता रहा दुष्कर्म, FIR दर्ज, जांच में जुटी पुलिस",Dalit Times,"जुलाई 4, 2024",4 साल पहले दोपहर करीब साढ़े 12 बजे उसके गांव का एक युवक उसके घर में घुस आया। युवक ने उसके साथ जबरदस्ती दुष्कर्म किया […],https://dalittimes.in/rajasthan-he-kept-raping-a-dalit-girl-by-blackmailing-her-for-4-years-fir-registered-police-engaged-in-investigation/
BHU: दलित छात्र पर झूठा समोसा फेंकने वाले प्रोफेसर हरि हृदय अवस्थी छात्र पर शिकायत वापस लेने का बना रहे दबाव,Dalit Times,"जुलाई 3, 2024",पीड़ित शोध छात्र शिवम कुमार ने मीडिया से बातचीत के दौरान बताया कि प्रोफेसर हरि हृदय अवस्थी मुझपर कुलपति और विश्वविद्यालय के अन्य जिम्मेदार अधिकारियों […],https://dalittimes.in/bhu-professor-hari-hriday-awasthi-who-threw-false-samosa-at-dalit-student-is-pressurizing-the-student-to-withdraw-the-complaint/
"UP : BHU में दलित छात्र से सीनियर प्रोफेसर की अभद्रता, झूठा समोसा मुंह पर फेंका, जातिसूचक शब्दों से किया अपमानित",Dalit Times,"जुलाई 1, 2024",बीएचयू (BHU) के आयुर्वेद फैकल्टी में एक दलित शोधार्थी के साथ फैकल्टी के ही सीनियर प्रोफेसर द्वारा अभद्रता करने का मामला सामने आया है। जिसमे […],https://dalittimes.in/up-senior-professor-misbehaved-with-dalit-student-in-bhu-threw-false-samosa-on-his-face-insulted-with-caste-based-words/
MP : थाने में बंद दलित परिवार द्वारा न्याय की गुहार लगाने वाली वायरल वीडियो की क्या है पूरी कहानी,Dalit Times,"जुलाई 1, 2024",पीड़ित दलित परिवार के मुताबिक पुलिस ने उन्हें घसीटते हुए थाने ले जाकर बंद कर दिया और रास्ते में मारपीट भी की..   Case of […],https://dalittimes.in/mp-what-is-the-full-story-of-the-viral-video-of-the-dalit-family-lodged-in-the-police-station-pleading-for-justice/
"पंजाब : BKU नेता ने दलित युवकों को बेरहमी से पीटा, SC, ST एक्ट में दर्ज मामला, BKU ने की निष्पक्ष जांच की मांग",Dalit Times,"जुलाई 1, 2024",पीड़ित दलित युवक हरजीत सिंह ने बताया कि जब BKU नेता मनजीत सिंह घरोच (जो अब पुलिस हिरासत में हैं) जब उन्हें और उनके साथी […],https://dalittimes.in/punjab-bku-leader-brutally-beats-dalit-youth-in-sangrur-case-registered-under-sc-st-act-bku-demands-impartial-investigation/
"हरियाणा: फतेहपुर बिचौल गांव में दो पक्षों में फायरिंग, 25 वर्षीय दलित युवक की मौत, एक अन्य गंभीर",Dalit Times,"जून 29, 2024",फरीदाबाद के फतेहपुर बिचौल गांव में देर रात दो पक्षों के बीच जमकर फायरिंग हुई। इस गोलीबारी में एक 25 वर्षीय दलित युवक की मौत […],https://dalittimes.in/haryana-firing-between-two-parties-in-fatehpur-bichaul-village-25-year-old-dalit-youth-dead-another-seriously-injured/
"MP : दलित को कट्टा दिखाकर दौड़ाया फिर बेरहमी से पीटा, एससी एसटी एक्ट में मामला दर्ज",Dalit Times,"जून 27, 2024","मध्य प्रदेश के छतरपुर जिले से एक अत्यंत शर्मनाक घटना सामने आई है, जिसमें चार लोगों ने एक दलित युवक को निर्वस्त्र कर सड़क पर […]",https://dalittimes.in/mp-dalit-was-chased-at-gunpoint-and-then-brutally-beaten-case-filed-under-sc-st-act/
"उत्तर प्रदेश : रायबरेली में दलित की जमीन के बैनामे में धांधली, कोर्ट ने दिए जांच के आदेश",Dalit Times,"जून 25, 2024","जमीन की सहखातेदार हैं, ने जब देखा कि जमीन के बैनामे में धोखाधड़ी हुई है, तो उन्होंने क्रेता अलमदार हुसैन के खिलाफ शिकायत दर्ज करवाई। […]",https://dalittimes.in/uttar-pradesh-fraud-in-the-sale-deed-of-a-dalits-land-in-raebareli-court-orders-investigation/
"बिहार : गया में मामूली बात पर दलित महिला से मारपीट, बचाव में आए पति के काटे हाथ, गिरफ्तार",Dalit Times,"जून 18, 2024",बिहार के गया में दिल दहला देने वाला मामला सामने आया है। यहाँ कुछ लोग दलित महिला को पीट रहे थे जिसे बचाने के लिए […],https://dalittimes.in/bihar-dalit-woman-assaulted-over-trivial-issue-in-gaya-hand-bitten-by-husband-who-came-to-her-rescue-arrested/
"UP : गोंडा में खेत जोतने का विरोध करने पर दलित परिवार की महिलाओं के साथ की मारपीट, केस दर्ज",Dalit Times,"जून 14, 2024",यादव परिवार और दलित परिवार के बीच जमीन को लेकर विवाद था। जमीन को लेकर पहले भी कई बार दोनों पक्षों के बीच कहा सुनी […],https://dalittimes.in/women-of-dalit-family-assaulted-for-opposing-plowing-of-fields-case-registered/
"उत्तर प्रदेश : लखनऊ में सो रहे मज़दूर के चेहरे पर किया पेशाब, वीडियो वायरल",Dalit Times,"जून 3, 2024",मध्य प्रदेश के सीधी पेशाब कांड को अभी एक साल भी नहीं बीता और उत्तर प्रदेश से ऐसी ही एक ओर घिनौनी हरकत सामने आई […],https://dalittimes.in/uttar-pradesh-urinated-on-the-face-of-a-sleeping-laborer-in-lucknow-video-goes-viral/
"राजस्थान में नहीं रूक रहा दलित-आदिवासियों पर आत्याचार, मुख्यमंत्री भजनलाल शर्मा के इस्तीफे की उठ रही मांग",Dalit Times,"मई 22, 2024",राजस्थान के मुख्यमंत्री भजनलाल शर्मा सोशल मीडिया पर ट्रेंड कर रहे हैं। लेकिन किसी अच्छी वजह के लिए नहीं बल्कि राजस्थान में दलित और आदिवासियों […],https://dalittimes.in/atrocities-on-dalits-and-tribals-are-not-stopping-in-rajasthan-demand-is-rising-for-resignation-of-chief-minister-bhajanlal-sharma/
"पांचवे फेज़ के चुनाव में हिंसा का स्पॉट बना बिहार का छपरा, अब तक क्या हुई कार्यवाही.. जानिए",Dalit Times,"मई 22, 2024",लोकसभा चुनावों के पांचवे फेज़ में बिहार की कई सीटों पर मतदान हुआ  लेकिन बिहार के छपरा में ये मतदान हिंसक रहा। कई लोगों की […],https://dalittimes.in/chhapra-of-bihar-became-a-spot-of-violence-in-the-fifth-phase-of-elections-know-what-action-has-been-taken-so-far/
"मध्यप्रदेश : जय भीम बोलने पर दलित युवक को बुरी तरह पीटा, जान से मारने की दी धमकी",Dalit Times,"मई 15, 2024",देश भर में जय श्री राम के नारों के साथ हजारों रैलियाँ निकाली जा रही है। लेकिन एक नारा जो दलित समाज को गर्व महसूसस […],https://dalittimes.in/madhya-pradesh-dalit-youth-beaten-badly-for-saying-jai-bhim-threatened-to-kill/
"तमिलनाडु में सैलून मालिक और उसके बेटे ने दलित युवक के बाल काटने से किया मना, गिरफ्तार",Dalit Times,"मई 13, 2024",casteism in tamil nadu : तमिलनाडु से जातिवाद का एक मामला सामने आया है। जहाँ एक सैलून मालिक और उसके बेटे ने 17 साल के […],https://dalittimes.in/salon-owner-and-his-son-refuse-to-cut-hair-of-dalit-youth-in-tamil-nadu-arrested/
"दलितांच्या रक्षणात नेपाळमधील पोलीस प्रशासन सपशेल अपयशी, महिला आणि मुलींना धोका,",Dalit Times,"मई 10, 2024","दलितांच्या रक्षणात नेपाळमधील पोलीस प्रशासन सपशेल अपयशी, महिला आणि मुलींना धोका, एमनेस्टीच्या अहवालात धक्कादायक सत्य उघड बलात्काराचा आरोप असलेल्या तरुणाची आई आणि काकू यांनी निष्पाप […]",https://dalittimes.in/police-administration-in-nepal-completely-failed-to-protect-dalits-danger-to-women-and-girls/
"मेरठ के डाहर गांव में दलित परिवार के 40 लोगों ने ‘मकान बिकाऊ है’ लिख खौफ से छोड़ा गांव, बेटे गौरव को जातिवादियों ने उतारा था मौत के घाट",Dalit Times,"मई 9, 2024",Meerut news : उत्तर प्रदेश के मुख्यमंत्री योगी आदित्यनाथ के खुले मंच से बुल्डोजर न्याय और तमाम तरह के दावे—वादे के साथ धमकियों वाले वीडियो […],https://dalittimes.in/in-dahar-village-of-meerut-fourty-people-of-dalit-family-left-the-village-in-fear-after-writing-house-for-sale-son-gaurav-was-killed-by-casteists-bjp-leader-also-involved/
"तमिलनाडु में जातीय हिंसा के शिकार दलित छात्र ने 12वीं बोर्ड परीक्षा में हासिल किये 78 फीसदी अंक, बनना चाहते हैं चार्टर्ड एकाउंटेंट",Dalit Times,"मई 7, 2024","जातीय हमले के बाद बुरी तरह डर चुके दलित छात्र चिन्नादुरई ने स्कूल छोड़ने का फैसला कर लिया था, लेकिन उनके स्कूल के शिक्षकों के […]",https://dalittimes.in/a-dalit-student-who-survived-a-caste-based-attack-in-last-year-august-tamil-nadu-tirunelveli-district-has-proven-his-academic-excellence-by-scoring-seventy-eight-per-cent-in-the-class-twelth-tamil-nad/
अहमदनगरमध्ये कार्यक्रमात नाचल्याबद्दल दलित तरुणाला जातीवाद्यांची मारहाण ! तरुणाने केली आत्महत्या.,Dalit Times,"मई 6, 2024","महाराष्ट्रातील अहमदनगरमध्ये एका कार्यक्रमात नाचल्याबद्दल दलित तरुणाला विवस्त्र करून जातीवाद्यांची मारहाण ! तरुणाने केली आत्महत्या. कथितपणे सवर्ण असलेल्या आरोपीने विठ्ठलाला स्मशानभूमीत नेले, त्याचे कपडे काढले […]",https://dalittimes.in/a-dalit-youth-was-beaten-up-by-casteists-for-dancing-in-an-event-in-ahmednagar-maharashtra-the-young-man-committed-suicide/
